Battery_ID,Dataset,Step_Number,Cycle_Duration_s,Step_Type
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,1,9440.759999999998,C
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,2,299.99,R
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,3,7609.99,D
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,4,5399.99,R
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,5,10344.71,C
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,6,299.99,R
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,7,1496.55,D
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,8,5399.99,R
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,9,1199.99,R
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,10,599.96,D
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,11,1199.99,R
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,12,599.96,D
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,13,1199.99,R
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,14,599.96,D
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,15,1199.99,R
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,16,599.96,D
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,17,1199.99,R
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,18,599.96,D
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,19,1199.99,R
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,20,599.96,D
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,21,1199.99,R
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,22,599.96,D
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,23,1199.99,R
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,24,599.96,D
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,25,1199.99,R
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,26,599.96,D
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,27,1199.99,R
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,28,599.96,D
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,29,1199.99,R
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,30,599.96,D
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,31,1199.99,R
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,32,599.96,D
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,33,1199.99,R
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,34,418.85999999999996,D
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,35,7199.99,R
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,36,3599.99,R
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,37,10517.99,C
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,38,0.19,R
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,39,59.96,D
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,40,0.96,R
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,41,59.96,D
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,42,0.18,R
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,43,59.96,D
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,44,0.15,R
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,45,59.96,D
RW16,RW_Skewed_Low_Room_Temp_DataSet_2Post,46,0.13999999999999999,R
