Battery_ID,Dataset,Step_Number,Cycle_Duration_s,Step_Type
RW24,RW_Skewed_Low_40C_DataSet_2Post,1,10574.519999999999,C
RW24,RW_Skewed_Low_40C_DataSet_2Post,2,299.99,R
RW24,RW_Skewed_Low_40C_DataSet_2Post,3,7710.52,D
RW24,RW_Skewed_Low_40C_DataSet_2Post,4,5399.99,R
RW24,RW_Skewed_Low_40C_DataSet_2Post,5,11961.279999999999,C
RW24,RW_Skewed_Low_40C_DataSet_2Post,6,299.99,R
RW24,RW_Skewed_Low_40C_DataSet_2Post,7,514.33,D
RW24,RW_Skewed_Low_40C_DataSet_2Post,8,5399.99,R
RW24,RW_Skewed_Low_40C_DataSet_2Post,9,1199.99,R
RW24,RW_Skewed_Low_40C_DataSet_2Post,10,599.96,D
RW24,RW_Skewed_Low_40C_DataSet_2Post,11,1199.99,R
RW24,RW_Skewed_Low_40C_DataSet_2Post,12,599.96,D
RW24,RW_Skewed_Low_40C_DataSet_2Post,13,1199.99,R
RW24,RW_Skewed_Low_40C_DataSet_2Post,14,599.96,D
RW24,RW_Skewed_Low_40C_DataSet_2Post,15,1199.99,R
RW24,RW_Skewed_Low_40C_DataSet_2Post,16,599.96,D
RW24,RW_Skewed_Low_40C_DataSet_2Post,17,1199.99,R
RW24,RW_Skewed_Low_40C_DataSet_2Post,18,599.96,D
RW24,RW_Skewed_Low_40C_DataSet_2Post,19,1199.99,R
RW24,RW_Skewed_Low_40C_DataSet_2Post,20,599.96,D
RW24,RW_Skewed_Low_40C_DataSet_2Post,21,1199.99,R
RW24,RW_Skewed_Low_40C_DataSet_2Post,22,599.96,D
RW24,RW_Skewed_Low_40C_DataSet_2Post,23,1199.99,R
RW24,RW_Skewed_Low_40C_DataSet_2Post,24,599.96,D
RW24,RW_Skewed_Low_40C_DataSet_2Post,25,1199.99,R
RW24,RW_Skewed_Low_40C_DataSet_2Post,26,599.96,D
RW24,RW_Skewed_Low_40C_DataSet_2Post,27,1199.99,R
RW24,RW_Skewed_Low_40C_DataSet_2Post,28,599.96,D
RW24,RW_Skewed_Low_40C_DataSet_2Post,29,1199.99,R
RW24,RW_Skewed_Low_40C_DataSet_2Post,30,599.96,D
RW24,RW_Skewed_Low_40C_DataSet_2Post,31,1199.99,R
RW24,RW_Skewed_Low_40C_DataSet_2Post,32,599.96,D
RW24,RW_Skewed_Low_40C_DataSet_2Post,33,1199.99,R
RW24,RW_Skewed_Low_40C_DataSet_2Post,34,512.0600000000001,D
RW24,RW_Skewed_Low_40C_DataSet_2Post,35,7199.99,R
RW24,RW_Skewed_Low_40C_DataSet_2Post,36,3599.99,R
RW24,RW_Skewed_Low_40C_DataSet_2Post,37,11495.869999999999,C
RW24,RW_Skewed_Low_40C_DataSet_2Post,38,0.22,R
RW24,RW_Skewed_Low_40C_DataSet_2Post,39,59.96,D
RW24,RW_Skewed_Low_40C_DataSet_2Post,40,0.59,R
RW24,RW_Skewed_Low_40C_DataSet_2Post,41,59.96,D
RW24,RW_Skewed_Low_40C_DataSet_2Post,42,1.73,R
RW24,RW_Skewed_Low_40C_DataSet_2Post,43,59.96,D
RW24,RW_Skewed_Low_40C_DataSet_2Post,44,0.9,R
RW24,RW_Skewed_Low_40C_DataSet_2Post,45,59.96,D
RW24,RW_Skewed_Low_40C_DataSet_2Post,46,0.79,R
RW24,RW_Skewed_Low_40C_DataSet_2Post,47,59.96,D
RW24,RW_Skewed_Low_40C_DataSet_2Post,48,0.79,R
RW24,RW_Skewed_Low_40C_DataSet_2Post,49,59.96,D
RW24,RW_Skewed_Low_40C_DataSet_2Post,50,0.84,R
RW24,RW_Skewed_Low_40C_DataSet_2Post,51,59.96,D
RW24,RW_Skewed_Low_40C_DataSet_2Post,52,0.86,R
RW24,RW_Skewed_Low_40C_DataSet_2Post,53,59.96,D
RW24,RW_Skewed_Low_40C_DataSet_2Post,54,0.79,R
RW24,RW_Skewed_Low_40C_DataSet_2Post,55,59.96,D
RW24,RW_Skewed_Low_40C_DataSet_2Post,56,0.9299999999999999,R
RW24,RW_Skewed_Low_40C_DataSet_2Post,57,59.96,D
RW24,RW_Skewed_Low_40C_DataSet_2Post,58,0.82,R
RW24,RW_Skewed_Low_40C_DataSet_2Post,59,59.96,D
RW24,RW_Skewed_Low_40C_DataSet_2Post,60,0.78,R
RW24,RW_Skewed_Low_40C_DataSet_2Post,61,59.96,D
RW24,RW_Skewed_Low_40C_DataSet_2Post,62,0.15,R
RW24,RW_Skewed_Low_40C_DataSet_2Post,63,59.96,D
RW24,RW_Skewed_Low_40C_DataSet_2Post,64,1.48,R
