Battery_ID,Dataset,Step_Number,Cycle_Duration_s,Step_Type
RW6,Battery_Uniform_Distribution_Discharge_Room_Temp_DataSet_2Post,1,299.99,R
RW6,Battery_Uniform_Distribution_Discharge_Room_Temp_DataSet_2Post,2,189541.1,D
RW6,Battery_Uniform_Distribution_Discharge_Room_Temp_DataSet_2Post,3,10799.99,R
RW6,Battery_Uniform_Distribution_Discharge_Room_Temp_DataSet_2Post,4,13422.029999999999,C
RW6,Battery_Uniform_Distribution_Discharge_Room_Temp_DataSet_2Post,5,299.99,R
RW6,Battery_Uniform_Distribution_Discharge_Room_Temp_DataSet_2Post,6,6945.89,D
RW6,Battery_Uniform_Distribution_Discharge_Room_Temp_DataSet_2Post,7,5399.99,R
RW6,Battery_Uniform_Distribution_Discharge_Room_Temp_DataSet_2Post,8,12966.289999999999,C
RW6,Battery_Uniform_Distribution_Discharge_Room_Temp_DataSet_2Post,9,299.99,R
RW6,Battery_Uniform_Distribution_Discharge_Room_Temp_DataSet_2Post,10,6911.17,D
RW6,Battery_Uniform_Distribution_Discharge_Room_Temp_DataSet_2Post,11,5399.99,R
RW6,Battery_Uniform_Distribution_Discharge_Room_Temp_DataSet_2Post,12,1199.99,R
RW6,Battery_Uniform_Distribution_Discharge_Room_Temp_DataSet_2Post,13,599.96,D
RW6,Battery_Uniform_Distribution_Discharge_Room_Temp_DataSet_2Post,14,1199.99,R
RW6,Battery_Uniform_Distribution_Discharge_Room_Temp_DataSet_2Post,15,599.96,D
RW6,Battery_Uniform_Distribution_Discharge_Room_Temp_DataSet_2Post,16,1199.99,R
RW6,Battery_Uniform_Distribution_Discharge_Room_Temp_DataSet_2Post,17,599.96,D
RW6,Battery_Uniform_Distribution_Discharge_Room_Temp_DataSet_2Post,18,1199.99,R
RW6,Battery_Uniform_Distribution_Discharge_Room_Temp_DataSet_2Post,19,599.96,D
RW6,Battery_Uniform_Distribution_Discharge_Room_Temp_DataSet_2Post,20,1199.99,R
RW6,Battery_Uniform_Distribution_Discharge_Room_Temp_DataSet_2Post,21,599.96,D
RW6,Battery_Uniform_Distribution_Discharge_Room_Temp_DataSet_2Post,22,1199.99,R
RW6,Battery_Uniform_Distribution_Discharge_Room_Temp_DataSet_2Post,23,599.96,D
RW6,Battery_Uniform_Distribution_Discharge_Room_Temp_DataSet_2Post,24,1199.99,R
RW6,Battery_Uniform_Distribution_Discharge_Room_Temp_DataSet_2Post,25,599.96,D
RW6,Battery_Uniform_Distribution_Discharge_Room_Temp_DataSet_2Post,26,1199.99,R
RW6,Battery_Uniform_Distribution_Discharge_Room_Temp_DataSet_2Post,27,599.96,D
RW6,Battery_Uniform_Distribution_Discharge_Room_Temp_DataSet_2Post,28,1199.99,R
RW6,Battery_Uniform_Distribution_Discharge_Room_Temp_DataSet_2Post,29,599.96,D
RW6,Battery_Uniform_Distribution_Discharge_Room_Temp_DataSet_2Post,30,1199.99,R
RW6,Battery_Uniform_Distribution_Discharge_Room_Temp_DataSet_2Post,31,599.96,D
RW6,Battery_Uniform_Distribution_Discharge_Room_Temp_DataSet_2Post,32,1199.99,R
