Battery_ID,Dataset_Group,Cycle_Number,Cycle_Type,Ambient_Temperature_C,Cycle_Duration_s
B0043,3. BatteryAgingARC_25-44,1,charge,22,-1981.907
B0043,3. BatteryAgingARC_25-44,2,impedance,24,-1996.829
B0043,3. BatteryAgingARC_25-44,3,discharge,22,-2007.032
B0043,3. BatteryAgingARC_25-44,4,charge,22,-1986.657
B0043,3. BatteryAgingARC_25-44,5,discharge,22,-1979.079
B0043,3. BatteryAgingARC_25-44,6,charge,22,-1970.047
B0043,3. BatteryAgingARC_25-44,7,discharge,22,-1963.125
B0043,3. BatteryAgingARC_25-44,8,charge,22,-1998.391
B0043,3. BatteryAgingARC_25-44,9,discharge,22,-1991.5
B0043,3. BatteryAgingARC_25-44,10,charge,22,-1999.875
B0043,3. BatteryAgingARC_25-44,11,discharge,22,-1992.875
B0043,3. BatteryAgingARC_25-44,12,impedance,24,-1976.86
B0043,3. BatteryAgingARC_25-44,13,charge,22,-1993.344
B0043,3. BatteryAgingARC_25-44,14,impedance,24,-1985.891
B0043,3. BatteryAgingARC_25-44,15,discharge,22,-2002.25
B0043,3. BatteryAgingARC_25-44,16,charge,22,-1968.563
B0043,3. BatteryAgingARC_25-44,17,discharge,22,-2009.563
B0043,3. BatteryAgingARC_25-44,18,charge,22,-1986.954
B0043,3. BatteryAgingARC_25-44,19,discharge,22,-1976.547
B0043,3. BatteryAgingARC_25-44,20,charge,22,-1972.469
B0043,3. BatteryAgingARC_25-44,21,discharge,22,-1962.532
B0043,3. BatteryAgingARC_25-44,22,charge,22,-1971.719
B0043,3. BatteryAgingARC_25-44,23,discharge,22,-1962.25
B0043,3. BatteryAgingARC_25-44,24,impedance,24,-1982.891
B0043,3. BatteryAgingARC_25-44,25,charge,22,-1998.797
B0043,3. BatteryAgingARC_25-44,26,impedance,24,-1990.282
B0043,3. BatteryAgingARC_25-44,27,discharge,22,-2006.079
B0043,3. BatteryAgingARC_25-44,28,charge,22,-1969.36
B0043,3. BatteryAgingARC_25-44,29,discharge,22,-1957.375
B0043,3. BatteryAgingARC_25-44,30,charge,22,-1993.422
B0043,3. BatteryAgingARC_25-44,31,discharge,22,-1982.266
B0043,3. BatteryAgingARC_25-44,32,charge,22,-1961.454
B0043,3. BatteryAgingARC_25-44,33,discharge,22,-1951.844
B0043,3. BatteryAgingARC_25-44,34,charge,22,-2008.594
B0043,3. BatteryAgingARC_25-44,35,discharge,22,-1998.094
B0043,3. BatteryAgingARC_25-44,36,impedance,24,-1997.735
B0043,3. BatteryAgingARC_25-44,37,charge,22,-1953.063
B0043,3. BatteryAgingARC_25-44,38,impedance,24,-2001.891
B0043,3. BatteryAgingARC_25-44,39,discharge,22,-1956.969
B0043,3. BatteryAgingARC_25-44,40,charge,22,-2009.188
B0043,3. BatteryAgingARC_25-44,41,discharge,22,-1999.454
B0043,3. BatteryAgingARC_25-44,42,charge,22,-2006.016
B0043,3. BatteryAgingARC_25-44,43,discharge,22,-1995.829
B0043,3. BatteryAgingARC_25-44,44,charge,22,-1954.875
B0043,3. BatteryAgingARC_25-44,45,discharge,22,-2001.844
B0043,3. BatteryAgingARC_25-44,46,charge,22,-1963.266
B0043,3. BatteryAgingARC_25-44,47,discharge,22,-1952.36
B0043,3. BatteryAgingARC_25-44,48,impedance,24,-1988.235
B0043,3. BatteryAgingARC_25-44,49,charge,22,-2002.985
B0043,3. BatteryAgingARC_25-44,50,impedance,24,-1991.579
B0043,3. BatteryAgingARC_25-44,51,discharge,22,-1969.141
B0043,3. BatteryAgingARC_25-44,52,impedance,24,-1950.25
