Battery_ID,Dataset_Group,Cycle_Number,Cycle_Type,Ambient_Temperature_C,Cycle_Duration_s
B0041,3. BatteryAgingARC_25-44,1,discharge,4,-1959.61
B0041,3. BatteryAgingARC_25-44,2,charge,4,-1959.219
B0041,3. BatteryAgingARC_25-44,3,impedance,24,-2005.11
B0041,3. BatteryAgingARC_25-44,4,discharge,4,-1958.407
B0041,3. BatteryAgingARC_25-44,5,charge,4,-2004.485
B0041,3. BatteryAgingARC_25-44,6,discharge,4,-1987.125
B0041,3. BatteryAgingARC_25-44,7,charge,4,-1991.86
B0041,3. BatteryAgingARC_25-44,8,discharge,4,-1977.141
B0041,3. BatteryAgingARC_25-44,9,charge,4,-1990.469
B0041,3. BatteryAgingARC_25-44,10,discharge,4,-1973.719
B0041,3. BatteryAgingARC_25-44,11,charge,4,-1979.5
B0041,3. BatteryAgingARC_25-44,12,discharge,4,-1962.204
B0041,3. BatteryAgingARC_25-44,13,impedance,24,-1967.688
B0041,3. BatteryAgingARC_25-44,14,charge,4,-1980.532
B0041,3. BatteryAgingARC_25-44,15,impedance,24,-1966.313
B0041,3. BatteryAgingARC_25-44,16,discharge,4,-1979.11
B0041,3. BatteryAgingARC_25-44,17,charge,4,-1993.579
B0041,3. BatteryAgingARC_25-44,18,discharge,4,-1975.454
B0041,3. BatteryAgingARC_25-44,19,charge,4,-1997.454
B0041,3. BatteryAgingARC_25-44,20,discharge,4,-1979.079
B0041,3. BatteryAgingARC_25-44,21,charge,4,-1960.766
B0041,3. BatteryAgingARC_25-44,22,discharge,4,-2003.782
B0041,3. BatteryAgingARC_25-44,23,charge,4,-1970.438
B0041,3. BatteryAgingARC_25-44,24,discharge,4,-1955.125
B0041,3. BatteryAgingARC_25-44,25,impedance,24,-1990.454
B0041,3. BatteryAgingARC_25-44,26,charge,4,-2003.063
B0041,3. BatteryAgingARC_25-44,27,impedance,24,-1986.469
B0041,3. BatteryAgingARC_25-44,28,discharge,4,-1998.954
B0041,3. BatteryAgingARC_25-44,29,charge,4,-1968.313
B0041,3. BatteryAgingARC_25-44,30,discharge,4,-1950.797
B0041,3. BatteryAgingARC_25-44,31,charge,4,-1992.063
B0041,3. BatteryAgingARC_25-44,32,discharge,4,-1976.125
B0041,3. BatteryAgingARC_25-44,33,charge,4,-1964.532
B0041,3. BatteryAgingARC_25-44,34,discharge,4,-2007.391
B0041,3. BatteryAgingARC_25-44,35,charge,4,-1992.782
B0041,3. BatteryAgingARC_25-44,36,discharge,4,-1974.641
B0041,3. BatteryAgingARC_25-44,37,impedance,24,-1969.313
B0041,3. BatteryAgingARC_25-44,38,charge,4,-1981.391
B0041,3. BatteryAgingARC_25-44,39,impedance,24,-1964.782
B0041,3. BatteryAgingARC_25-44,40,discharge,4,-1976.766
B0041,3. BatteryAgingARC_25-44,41,charge,4,-1968.594
B0041,3. BatteryAgingARC_25-44,42,discharge,4,63585.0
B0041,3. BatteryAgingARC_25-44,43,charge,4,-1951.735
B0041,3. BatteryAgingARC_25-44,44,discharge,4,-1993.719
B0041,3. BatteryAgingARC_25-44,45,charge,4,-1955.704
B0041,3. BatteryAgingARC_25-44,46,discharge,4,-1998.532
B0041,3. BatteryAgingARC_25-44,47,charge,4,-1982.625
B0041,3. BatteryAgingARC_25-44,48,discharge,4,-1972.594
B0041,3. BatteryAgingARC_25-44,49,impedance,24,-1967.344
B0041,3. BatteryAgingARC_25-44,50,charge,4,-1978.969
B0041,3. BatteryAgingARC_25-44,51,impedance,24,-1973.11
B0041,3. BatteryAgingARC_25-44,52,discharge,4,-1972.094
B0041,3. BatteryAgingARC_25-44,53,impedance,24,-1972.141
B0041,3. BatteryAgingARC_25-44,54,charge,4,-1983.735
B0041,3. BatteryAgingARC_25-44,55,impedance,24,-1963.407
B0041,3. BatteryAgingARC_25-44,56,discharge,4,-1974.891
B0041,3. BatteryAgingARC_25-44,57,charge,4,-1984.391
B0041,3. BatteryAgingARC_25-44,58,discharge,4,-1964.641
B0041,3. BatteryAgingARC_25-44,59,charge,4,-1995.61
B0041,3. BatteryAgingARC_25-44,60,discharge,4,-1974.313
B0041,3. BatteryAgingARC_25-44,61,charge,4,-1985.532
B0041,3. BatteryAgingARC_25-44,62,discharge,4,-1964.938
B0041,3. BatteryAgingARC_25-44,63,charge,4,-1975.172
B0041,3. BatteryAgingARC_25-44,64,discharge,4,-1955.719
B0041,3. BatteryAgingARC_25-44,65,impedance,24,-2001.157
B0041,3. BatteryAgingARC_25-44,66,charge,4,-1952.407
B0041,3. BatteryAgingARC_25-44,67,impedance,24,-1991.704
B0041,3. BatteryAgingARC_25-44,68,discharge,4,-2002.797
