Battery_ID,Dataset_Group,Cycle_Number,Cycle_Type,Ambient_Temperature_C,Cycle_Duration_s
B0040,3. BatteryAgingARC_25-44,1,discharge,24,-1970.079
B0040,3. BatteryAgingARC_25-44,2,impedance,24,-1984.157
B0040,3. BatteryAgingARC_25-44,3,charge,24,-1998.735
B0040,3. BatteryAgingARC_25-44,4,impedance,24,-1981.782
B0040,3. BatteryAgingARC_25-44,5,discharge,24,-1998.875
B0040,3. BatteryAgingARC_25-44,6,charge,24,-1989.391
B0040,3. BatteryAgingARC_25-44,7,discharge,24,-1978.454
B0040,3. BatteryAgingARC_25-44,8,charge,24,-1978.985
B0040,3. BatteryAgingARC_25-44,9,discharge,24,-1968.704
B0040,3. BatteryAgingARC_25-44,10,charge,24,-1980.485
B0040,3. BatteryAgingARC_25-44,11,discharge,24,-1969.86
B0040,3. BatteryAgingARC_25-44,12,charge,24,-1992.485
B0040,3. BatteryAgingARC_25-44,13,discharge,24,-1982.5
B0040,3. BatteryAgingARC_25-44,14,impedance,24,-1964.625
B0040,3. BatteryAgingARC_25-44,15,charge,24,-1980.922
B0040,3. BatteryAgingARC_25-44,16,impedance,24,-1968.719
B0040,3. BatteryAgingARC_25-44,17,discharge,24,-2009.719
B0040,3. BatteryAgingARC_25-44,18,impedance,24,-1958.094
B0040,3. BatteryAgingARC_25-44,19,charge,24,-1974.297
B0040,3. BatteryAgingARC_25-44,20,impedance,24,-1962.266
B0040,3. BatteryAgingARC_25-44,21,discharge,24,-1978.266
B0040,3. BatteryAgingARC_25-44,22,charge,24,-1960.735
B0040,3. BatteryAgingARC_25-44,23,discharge,24,-2009.594
B0040,3. BatteryAgingARC_25-44,24,charge,24,-2008.25
B0040,3. BatteryAgingARC_25-44,25,discharge,24,-1996.063
B0040,3. BatteryAgingARC_25-44,26,charge,24,-1957.625
B0040,3. BatteryAgingARC_25-44,27,discharge,24,-2003.36
B0040,3. BatteryAgingARC_25-44,28,charge,24,-1968.454
B0040,3. BatteryAgingARC_25-44,29,discharge,24,-1957.032
B0040,3. BatteryAgingARC_25-44,30,impedance,24,-1994.25
B0040,3. BatteryAgingARC_25-44,31,charge,24,-2009.969
B0040,3. BatteryAgingARC_25-44,32,impedance,24,-1997.922
B0040,3. BatteryAgingARC_25-44,33,discharge,44,-1963.469
B0040,3. BatteryAgingARC_25-44,34,impedance,24,-1985.485
B0040,3. BatteryAgingARC_25-44,35,charge,44,-2001.11
B0040,3. BatteryAgingARC_25-44,36,impedance,24,-1983.407
B0040,3. BatteryAgingARC_25-44,37,discharge,44,63537.0
B0040,3. BatteryAgingARC_25-44,38,charge,44,-2001.938
B0040,3. BatteryAgingARC_25-44,39,discharge,44,-2001.141
B0040,3. BatteryAgingARC_25-44,40,charge,44,-2007.422
B0040,3. BatteryAgingARC_25-44,41,discharge,44,-1975.688
B0040,3. BatteryAgingARC_25-44,42,charge,44,-1983.782
B0040,3. BatteryAgingARC_25-44,43,discharge,44,-1998.532
B0040,3. BatteryAgingARC_25-44,44,charge,44,-1956.797
B0040,3. BatteryAgingARC_25-44,45,discharge,44,-1980.454
