Battery_ID,Dataset_Group,Cycle_Number,Cycle_Type,Ambient_Temperature_C,Cycle_Duration_s
B0031,3. BatteryAgingARC_25-44,1,impedance,43,-1990.282
B0031,3. BatteryAgingARC_25-44,2,discharge,43,-2007.11
B0031,3. BatteryAgingARC_25-44,3,charge,43,-1974.844
B0031,3. BatteryAgingARC_25-44,4,discharge,43,-1982.422
B0031,3. BatteryAgingARC_25-44,5,charge,43,-1979.625
B0031,3. BatteryAgingARC_25-44,6,discharge,43,63545.0
B0031,3. BatteryAgingARC_25-44,7,charge,43,-2005.297
B0031,3. BatteryAgingARC_25-44,8,discharge,43,-1978.782
B0031,3. BatteryAgingARC_25-44,9,charge,43,-2001.079
B0031,3. BatteryAgingARC_25-44,10,discharge,43,-1982.657
B0031,3. BatteryAgingARC_25-44,11,impedance,43,-1956.266
B0031,3. BatteryAgingARC_25-44,12,charge,43,-1972.844
B0031,3. BatteryAgingARC_25-44,13,impedance,43,-2006.891
B0031,3. BatteryAgingARC_25-44,14,discharge,43,-1950.704
B0031,3. BatteryAgingARC_25-44,15,charge,43,-1991.61
B0031,3. BatteryAgingARC_25-44,16,discharge,43,-1949.157
B0031,3. BatteryAgingARC_25-44,17,charge,43,-1990.969
B0031,3. BatteryAgingARC_25-44,18,discharge,43,-1965.579
B0031,3. BatteryAgingARC_25-44,19,charge,43,-1958.563
B0031,3. BatteryAgingARC_25-44,20,discharge,43,-1958.938
B0031,3. BatteryAgingARC_25-44,21,charge,43,-1963.454
B0031,3. BatteryAgingARC_25-44,22,discharge,43,-1991.125
B0031,3. BatteryAgingARC_25-44,23,impedance,43,-2006.016
B0031,3. BatteryAgingARC_25-44,24,charge,43,-1962.032
B0031,3. BatteryAgingARC_25-44,25,impedance,43,-1967.907
B0031,3. BatteryAgingARC_25-44,26,discharge,43,-2004.282
B0031,3. BatteryAgingARC_25-44,27,charge,43,-1950.407
B0031,3. BatteryAgingARC_25-44,28,discharge,43,-1988.907
B0031,3. BatteryAgingARC_25-44,29,charge,43,-1998.485
B0031,3. BatteryAgingARC_25-44,30,discharge,43,-2002.375
B0031,3. BatteryAgingARC_25-44,31,charge,43,-1963.485
B0031,3. BatteryAgingARC_25-44,32,discharge,43,-1982.375
B0031,3. BatteryAgingARC_25-44,33,charge,43,-1955.032
B0031,3. BatteryAgingARC_25-44,34,discharge,43,-1981.516
B0031,3. BatteryAgingARC_25-44,35,impedance,43,-1957.172
B0031,3. BatteryAgingARC_25-44,36,charge,43,-1972.594
B0031,3. BatteryAgingARC_25-44,37,impedance,43,-1972.485
B0031,3. BatteryAgingARC_25-44,38,discharge,43,-1981.516
B0031,3. BatteryAgingARC_25-44,39,charge,43,-2000.516
B0031,3. BatteryAgingARC_25-44,40,discharge,43,-1984.532
B0031,3. BatteryAgingARC_25-44,41,charge,43,-1995.375
B0031,3. BatteryAgingARC_25-44,42,discharge,43,-1952.125
B0031,3. BatteryAgingARC_25-44,43,charge,43,-1974.438
B0031,3. BatteryAgingARC_25-44,44,discharge,43,-1969.532
B0031,3. BatteryAgingARC_25-44,45,charge,43,-2004.313
B0031,3. BatteryAgingARC_25-44,46,discharge,43,-1963.469
B0031,3. BatteryAgingARC_25-44,47,impedance,43,-2003.922
B0031,3. BatteryAgingARC_25-44,48,charge,43,-1958.766
B0031,3. BatteryAgingARC_25-44,49,impedance,43,-1993.563
B0031,3. BatteryAgingARC_25-44,50,discharge,43,-1985.063
B0031,3. BatteryAgingARC_25-44,51,charge,43,-1959.391
B0031,3. BatteryAgingARC_25-44,52,discharge,43,-1991.563
B0031,3. BatteryAgingARC_25-44,53,charge,43,-1968.172
B0031,3. BatteryAgingARC_25-44,54,discharge,43,-1983.969
B0031,3. BatteryAgingARC_25-44,55,charge,43,-1974.579
B0031,3. BatteryAgingARC_25-44,56,discharge,43,-1961.766
B0031,3. BatteryAgingARC_25-44,57,charge,43,-1957.032
B0031,3. BatteryAgingARC_25-44,58,discharge,43,-1955.219
B0031,3. BatteryAgingARC_25-44,59,impedance,43,-1955.969
B0031,3. BatteryAgingARC_25-44,60,charge,43,-1970.5
B0031,3. BatteryAgingARC_25-44,61,impedance,43,-1955.219
B0031,3. BatteryAgingARC_25-44,62,discharge,43,-1978.75
B0031,3. BatteryAgingARC_25-44,63,charge,43,-1961.954
B0031,3. BatteryAgingARC_25-44,64,discharge,43,-1965.157
B0031,3. BatteryAgingARC_25-44,65,charge,43,-1961.688
B0031,3. BatteryAgingARC_25-44,66,discharge,43,-1950.672
B0031,3. BatteryAgingARC_25-44,67,charge,43,-1953.75
B0031,3. BatteryAgingARC_25-44,68,discharge,43,-2008.188
B0031,3. BatteryAgingARC_25-44,69,charge,43,-1965.75
B0031,3. BatteryAgingARC_25-44,70,discharge,43,-1965.938
