Cell_ID,Degradation_State,0,1,2,3,4,5,6
45C02,IV,12157.7731,1.0,20004.453,0.55097,-0.03636,0.55217,3.77525
45C02,IV,12157.9151,1.0,15829.126,0.5555,-0.02115,0.5559,2.17996
45C02,IV,12158.0571,1.0,12516.703,0.56097,-0.00898,0.56104,0.91744
45C02,IV,12158.1991,1.0,9909.4424,0.56645,0.0015,0.56645,-0.15212
45C02,IV,12158.3641,1.0,7835.48,0.57009,0.01007,0.57018,-1.01203
45C02,IV,12158.5641,1.0,6217.2461,0.57714,0.01795,0.57742,-1.78168
45C02,IV,12158.8031,1.0,4905.291,0.58268,0.02283,0.58313,-2.24382
45C02,IV,12159.0411,1.0,3881.2737,0.58741,0.03025,0.58819,-2.9479
45C02,IV,12159.2791,1.0,3070.9827,0.59452,0.0345,0.59552,-3.32149
45C02,IV,12159.5171,1.0,2430.7778,0.60217,0.03669,0.60328,-3.48626
45C02,IV,12159.7551,1.0,1923.1537,0.60825,0.0411,0.60964,-3.86554
45C02,IV,12159.9931,1.0,1522.4358,0.61654,0.0435,0.61807,-4.03567
45C02,IV,12160.2311,1.0,1203.8446,0.6235,0.04744,0.62531,-4.35116
45C02,IV,12160.4701,1.0,952.86591,0.63058,0.04861,0.63245,-4.40823
45C02,IV,12160.7081,1.0,754.27557,0.63933,0.05171,0.64142,-4.62404
45C02,IV,12160.9461,1.0,596.71857,0.64682,0.05539,0.64918,-4.89481
45C02,IV,12161.1831,1.0,471.96338,0.65433,0.05825,0.65692,-5.08756
45C02,IV,12161.4221,1.0,373.20856,0.6643,0.06152,0.66714,-5.29129
45C02,IV,12161.6601,1.0,295.47278,0.67212,0.06265,0.67504,-5.32489
45C02,IV,12161.8991,1.0,233.87738,0.68336,0.06602,0.68654,-5.5186
45C02,IV,12162.1371,1.0,185.05922,0.69202,0.06987,0.69554,-5.76537
45C02,IV,12162.3731,1.0,146.35823,0.70333,0.07365,0.70717,-5.97787
45C02,IV,12162.6101,1.0,115.77804,0.7161,0.0778,0.72031,-6.20074
45C02,IV,12162.8441,1.0,91.6721,0.73075,0.0803,0.73514,-6.27114
45C02,IV,12163.0901,1.0,72.51701,0.74438,0.08294,0.74899,-6.35811
45C02,IV,12163.3191,1.0,57.36816,0.76112,0.08097,0.76541,-6.07215
45C02,IV,12163.5551,1.0,45.3629,0.77607,0.07918,0.7801,-5.82526
45C02,IV,12163.7881,1.0,35.93134,0.79066,0.07392,0.79411,-5.34111
45C02,IV,12164.0381,1.0,28.40909,0.80334,0.06782,0.8062,-4.8253
45C02,IV,12164.2521,1.0,22.48202,0.81337,0.0605,0.81562,-4.25366
45C02,IV,12164.5171,1.0,17.79613,0.82252,0.05441,0.82432,-3.7847
45C02,IV,12164.7701,1.0,14.06813,0.82859,0.04683,0.82991,-3.23502
45C02,IV,12164.9861,1.0,11.1448,0.83532,0.04275,0.83641,-2.93002
45C02,IV,12165.2531,1.0,8.81772,0.83788,0.03638,0.83867,-2.48606
45C02,IV,12165.4311,1.0,6.97545,0.84194,0.03198,0.84255,-2.17553
45C02,IV,12165.6491,1.0,5.5173,0.84615,0.0292,0.84666,-1.97625
45C02,IV,12165.9181,1.0,4.36941,0.84781,0.02861,0.84829,-1.93245
45C02,IV,12166.2531,1.0,3.45686,0.84748,0.02645,0.8479,-1.78765
