Cell_ID,Degradation_State,0,1,2,3,4,5,6
35C02,V,13084.48396,1.0,20004.453,0.47084,-0.02958,0.47177,3.59511
35C02,V,13084.62696,1.0,15829.126,0.47585,-0.01516,0.47609,1.82485
35C02,V,13084.76896,1.0,12516.703,0.48147,-0.00145,0.48147,0.17297
35C02,V,13084.91096,1.0,9909.4424,0.48775,0.01133,0.48788,-1.33034
35C02,V,13085.07496,1.0,7835.48,0.49372,0.01935,0.4941,-2.24491
35C02,V,13085.27596,1.0,6217.2461,0.49981,0.02665,0.50052,-3.052
35C02,V,13085.51396,1.0,4905.291,0.50724,0.03479,0.50844,-3.92341
35C02,V,13085.75296,1.0,3881.2737,0.51411,0.04202,0.51582,-4.67309
35C02,V,13085.99096,1.0,3070.9827,0.52231,0.04643,0.52437,-5.08
35C02,V,13086.22896,1.0,2430.7778,0.53085,0.05314,0.5335,-5.7161
35C02,V,13086.46696,1.0,1923.1537,0.53903,0.05662,0.542,-5.9963
35C02,V,13086.70496,1.0,1522.4358,0.5492,0.0605,0.55252,-6.28614
35C02,V,13086.94296,1.0,1203.8446,0.55942,0.06456,0.56313,-6.58313
35C02,V,13087.18196,1.0,952.86591,0.57026,0.07049,0.5746,-7.04677
35C02,V,13087.41996,1.0,754.27557,0.58092,0.07361,0.58556,-7.22117
35C02,V,13087.65696,1.0,596.71857,0.59344,0.0781,0.59855,-7.49733
35C02,V,13087.89496,1.0,471.96338,0.60542,0.08204,0.61095,-7.71676
35C02,V,13088.13396,1.0,373.20856,0.61804,0.08509,0.62387,-7.83899
35C02,V,13088.37196,1.0,295.47278,0.62951,0.08932,0.63581,-8.07559
35C02,V,13088.61096,1.0,233.87738,0.64527,0.09252,0.65187,-8.1595
35C02,V,13088.84896,1.0,185.05922,0.65869,0.09537,0.66556,-8.23838
35C02,V,13089.08496,1.0,146.35823,0.67331,0.09937,0.6806,-8.39573
35C02,V,13089.32096,1.0,115.77804,0.68938,0.10182,0.69686,-8.40171
35C02,V,13089.55596,1.0,91.6721,0.70653,0.1068,0.71455,-8.59573
35C02,V,13089.80096,1.0,72.51701,0.72431,0.11076,0.73273,-8.69395
35C02,V,13090.02996,1.0,57.36816,0.74384,0.11167,0.75218,-8.53746
35C02,V,13090.26696,1.0,45.3629,0.76476,0.11071,0.77274,-8.23731
35C02,V,13090.49896,1.0,35.93134,0.78488,0.11023,0.79258,-7.99422
35C02,V,13090.74996,1.0,28.40909,0.80497,0.10511,0.81181,-7.43913
35C02,V,13090.96396,1.0,22.48202,0.82458,0.09401,0.82993,-6.50431
35C02,V,13091.22896,1.0,17.79613,0.83875,0.08798,0.84335,-5.98833
35C02,V,13091.48096,1.0,14.06813,0.85232,0.07742,0.85583,-5.19021
35C02,V,13091.69696,1.0,11.1448,0.86235,0.06775,0.86501,-4.49196
35C02,V,13091.96496,1.0,8.81772,0.87079,0.0611,0.87293,-4.01335
35C02,V,13092.14296,1.0,6.97545,0.87741,0.05408,0.87908,-3.52704
35C02,V,13092.36096,1.0,5.5173,0.88325,0.04803,0.88456,-3.11249
35C02,V,13092.62996,1.0,4.36941,0.88612,0.04239,0.88713,-2.73864
35C02,V,13092.96496,1.0,3.45686,0.89135,0.03906,0.89221,-2.50935
35C02,V,13093.38396,1.0,2.73547,0.89544,0.03661,0.89619,-2.34133
35C02,V,13093.90896,1.0,2.16054,0.89789,0.03493,0.89857,-2.22763
35C02,V,13094.56796,1.0,1.70952,0.90179,0.03459,0.90245,-2.19672
35C02,V,13095.39696,1.0,1.35352,0.90469,0.03382,0.90532,-2.14092
35C02,V,13096.43996,1.0,1.07079,0.90864,0.03533,0.90933,-2.22658
35C02,V,13097.75396,1.0,0.84734,0.91184,0.03698,0.91259,-2.32268
35C02,V,13099.40896,1.0,0.67072,0.91491,0.03991,0.91578,-2.49765
