Cell_ID,Degradation_State,0,1,2,3,4,5,6
35C02,III,10168.25471,1.0,20004.453,0.481,-0.02363,0.48158,2.81281
35C02,III,10168.39771,1.0,15829.126,0.48661,-0.00906,0.4867,1.06702
35C02,III,10168.53971,1.0,12516.703,0.49262,0.00306,0.49263,-0.35617
35C02,III,10168.68171,1.0,9909.4424,0.49804,0.01418,0.49824,-1.63089
35C02,III,10168.84571,1.0,7835.48,0.50453,0.02446,0.50512,-2.77608
35C02,III,10169.04671,1.0,6217.2461,0.51218,0.02983,0.51305,-3.33272
35C02,III,10169.28471,1.0,4905.291,0.51986,0.036,0.52111,-3.9612
35C02,III,10169.52371,1.0,3881.2737,0.5271,0.044,0.52894,-4.77117
35C02,III,10169.76171,1.0,3070.9827,0.53428,0.04776,0.53641,-5.10821
35C02,III,10169.99971,1.0,2430.7778,0.54431,0.05347,0.54693,-5.60996
35C02,III,10170.23771,1.0,1923.1537,0.55205,0.05749,0.55504,-5.94516
35C02,III,10170.47571,1.0,1522.4358,0.5622,0.06158,0.56557,-6.25101
35C02,III,10170.71371,1.0,1203.8446,0.57225,0.06672,0.57613,-6.64973
35C02,III,10170.95271,1.0,952.86591,0.58274,0.07103,0.58705,-6.94968
35C02,III,10171.19071,1.0,754.27557,0.59482,0.07385,0.59938,-7.07748
35C02,III,10171.42771,1.0,596.71857,0.6062,0.07886,0.61131,-7.41207
35C02,III,10171.66571,1.0,471.96338,0.61738,0.08175,0.62277,-7.54286
35C02,III,10171.90471,1.0,373.20856,0.63126,0.08416,0.63685,-7.59409
35C02,III,10172.14271,1.0,295.47278,0.64434,0.08996,0.65059,-7.94785
35C02,III,10172.38171,1.0,233.87738,0.65645,0.09217,0.66289,-7.99207
35C02,III,10172.61971,1.0,185.05922,0.67171,0.09705,0.67868,-8.22113
35C02,III,10172.85571,1.0,146.35823,0.68619,0.10042,0.6935,-8.3259
35C02,III,10173.09271,1.0,115.77804,0.70073,0.10306,0.70827,-8.36646
35C02,III,10173.32671,1.0,91.6721,0.72053,0.10858,0.72866,-8.56968
35C02,III,10173.57171,1.0,72.51701,0.73757,0.11019,0.74576,-8.49662
35C02,III,10173.79971,1.0,57.36816,0.75807,0.11352,0.76652,-8.51686
35C02,III,10174.03671,1.0,45.3629,0.77918,0.11151,0.78712,-8.14447
35C02,III,10174.26871,1.0,35.93134,0.80023,0.111,0.80789,-7.89746
35C02,III,10174.51971,1.0,28.40909,0.81936,0.10425,0.82596,-7.25097
35C02,III,10174.73371,1.0,22.48202,0.8382,0.09652,0.84374,-6.56889
35C02,III,10174.99871,1.0,17.79613,0.85323,0.08973,0.85794,-6.00339
35C02,III,10175.25071,1.0,14.06813,0.86521,0.07789,0.8687,-5.14399
35C02,III,10175.46671,1.0,11.1448,0.8743,0.07033,0.87712,-4.59915
35C02,III,10175.73471,1.0,8.81772,0.88516,0.06162,0.88731,-3.98222
35C02,III,10175.91271,1.0,6.97545,0.89301,0.05591,0.89476,-3.58249
35C02,III,10176.13071,1.0,5.5173,0.89667,0.05134,0.89814,-3.27676
35C02,III,10176.39971,1.0,4.36941,0.89933,0.04499,0.90045,-2.86406
35C02,III,10176.73471,1.0,3.45686,0.90612,0.04006,0.90701,-2.53141
35C02,III,10177.15371,1.0,2.73547,0.91427,0.03641,0.91499,-2.28041
35C02,III,10177.67871,1.0,2.16054,0.91985,0.04036,0.92074,-2.51265
35C02,III,10178.33771,1.0,1.70952,0.92135,0.04481,0.92244,-2.78443
35C02,III,10179.16671,1.0,1.35352,0.9183,0.04698,0.91951,-2.9284
35C02,III,10180.20971,1.0,1.07079,0.91622,0.04414,0.91728,-2.7579
35C02,III,10181.52371,1.0,0.84734,0.91743,0.03744,0.91819,-2.33709
35C02,III,10183.17871,1.0,0.67072,0.92444,0.03116,0.92496,-1.93072
35C02,III,10185.26771,1.0,0.53067,0.94039,0.02679,0.94077,-1.63193
35C02,III,10187.90471,1.0,0.41976,0.96432,0.03315,0.96489,-1.9687
35C02,III,10191.23571,1.0,0.33183,0.98565,0.05685,0.98729,-3.30074
35C02,III,10195.44171,1.0,0.26261,0.99369,0.09378,0.9981,-5.39157
35C02,III,10200.74971,1.0,0.20791,0.97962,0.13222,0.9885,-7.687
35C02,III,10207.45471,1.0,0.16452,0.944,0.15459,0.95657,-9.30055
35C02,III,10215.93071,1.0,0.13007,0.90206,0.14617,0.91382,-9.20403
35C02,III,10226.62071,1.0,0.10309,0.87839,0.10254,0.88435,-6.65842
35C02,III,10240.13471,1.0,0.08153,0.89758,0.03399,0.89822,-2.16852
35C02,III,10257.23271,1.0,0.06443,0.9706,-0.02404,0.97089,1.41898
35C02,III,10278.81871,1.0,0.05102,1.12789,-0.04277,1.1287,2.17164
35C02,III,10306.06172,1.0,0.04042,1.3239,0.05518,1.32505,-2.38692
35C02,III,10340.55672,1.0,0.03192,1.47492,0.29941,1.505,-11.47514
35C02,III,10384.10372,1.0,0.02528,1.46746,0.65081,1.6053,-23.91693
35C02,III,10439.16872,1.0,0.01999,1.22342,1.00311,1.58208,-39.34903
35C02,III,26730.68261,2.0,20004.453,0.48201,-0.0253,0.48267,3.00505
35C02,III,26730.82561,2.0,15829.126,0.48932,-0.00891,0.4894,1.04351
35C02,III,26730.96761,2.0,12516.703,0.49361,0.00342,0.49362,-0.39753
35C02,III,26731.10961,2.0,9909.4424,0.49996,0.01374,0.50015,-1.57364
35C02,III,26731.27361,2.0,7835.48,0.50886,0.02374,0.50942,-2.67098
35C02,III,26731.47461,2.0,6217.2461,0.51483,0.02963,0.51568,-3.29415
35C02,III,26731.71261,2.0,4905.291,0.52124,0.0372,0.52257,-4.08186
35C02,III,26731.95161,2.0,3881.2737,0.53024,0.04282,0.53197,-4.61708
35C02,III,26732.18962,2.0,3070.9827,0.53639,0.04879,0.53861,-5.19719
35C02,III,26732.42762,2.0,2430.7778,0.54659,0.05657,0.54951,-5.90928
35C02,III,26732.66562,2.0,1923.1537,0.55607,0.05901,0.55919,-6.05745
