Cell_ID,Degradation_State,0,1,2,3,4,5,6
35C02,I,7679.09431,1.0,20004.453,0.49536,-0.02047,0.49579,2.36665
35C02,I,7679.23731,1.0,15829.126,0.50093,-0.00574,0.50096,0.6567
35C02,I,7679.37931,1.0,12516.703,0.50757,0.00593,0.5076,-0.66899
35C02,I,7679.52131,1.0,9909.4424,0.51362,0.01751,0.51392,-1.95285
35C02,I,7679.68531,1.0,7835.48,0.52019,0.02547,0.52081,-2.80349
35C02,I,7679.88631,1.0,6217.2461,0.52789,0.03296,0.52892,-3.57262
35C02,I,7680.12431,1.0,4905.291,0.537,0.03906,0.53841,-4.16007
35C02,I,7680.36331,1.0,3881.2737,0.54402,0.04528,0.5459,-4.75757
35C02,I,7680.60131,1.0,3070.9827,0.55388,0.05075,0.5562,-5.23493
35C02,I,7680.83931,1.0,2430.7778,0.56243,0.05544,0.56516,-5.62931
35C02,I,7681.07731,1.0,1923.1537,0.57043,0.06089,0.57367,-6.09301
35C02,I,7681.31531,1.0,1522.4358,0.5797,0.06634,0.58349,-6.52849
35C02,I,7681.55331,1.0,1203.8446,0.59086,0.06897,0.59487,-6.65829
35C02,I,7681.79231,1.0,952.86591,0.60215,0.07388,0.60666,-6.99469
35C02,I,7682.03031,1.0,754.27557,0.6121,0.07799,0.61705,-7.26102
35C02,I,7682.26731,1.0,596.71857,0.62654,0.08203,0.63189,-7.45885
35C02,I,7682.50531,1.0,471.96338,0.63876,0.08768,0.64475,-7.81631
35C02,I,7682.74431,1.0,373.20856,0.65245,0.0897,0.65859,-7.82804
35C02,I,7682.98131,1.0,295.47278,0.66492,0.09532,0.67172,-8.15828
35C02,I,7683.22131,1.0,233.87738,0.68023,0.09849,0.68732,-8.23847
35C02,I,7683.45931,1.0,185.05922,0.69524,0.10325,0.70287,-8.44749
35C02,I,7683.69531,1.0,146.35823,0.71221,0.10534,0.71996,-8.41303
35C02,I,7683.93131,1.0,115.77804,0.72418,0.11136,0.73269,-8.74191
35C02,I,7684.16631,1.0,91.6721,0.73982,0.11635,0.74891,-8.93767
35C02,I,7684.41131,1.0,72.51701,0.75783,0.12289,0.76773,-9.21094
35C02,I,7684.64031,1.0,57.36816,0.77583,0.12884,0.78646,-9.42896
35C02,I,7684.87731,1.0,45.3629,0.793,0.13802,0.80492,-9.87314
35C02,I,7685.10931,1.0,35.93134,0.81414,0.14661,0.82723,-10.20835
35C02,I,7685.35931,1.0,28.40909,0.83942,0.15459,0.85353,-10.43464
35C02,I,7685.57431,1.0,22.48202,0.86629,0.16545,0.88195,-10.8127
35C02,I,7685.83931,1.0,17.79613,0.8966,0.17009,0.91259,-10.74142
35C02,I,7686.09131,1.0,14.06813,0.92861,0.17432,0.94483,-10.63189
35C02,I,7686.30731,1.0,11.1448,0.96383,0.17212,0.97908,-10.12537
35C02,I,7686.57431,1.0,8.81772,0.99645,0.16538,1.01009,-9.42361
35C02,I,7686.75231,1.0,6.97545,1.02494,0.15653,1.03682,-8.68342
35C02,I,7686.97131,1.0,5.5173,1.05328,0.14166,1.06277,-7.65977
35C02,I,7687.24031,1.0,4.36941,1.07307,0.12728,1.08059,-6.76424
35C02,I,7687.57531,1.0,3.45686,1.09187,0.11218,1.09761,-5.86595
35C02,I,7687.99431,1.0,2.73547,1.10607,0.09936,1.11052,-5.13335
35C02,I,7688.51931,1.0,2.16054,1.11605,0.08848,1.11955,-4.53295
35C02,I,7689.17831,1.0,1.70952,1.12458,0.0775,1.12724,-3.94246
35C02,I,7690.00731,1.0,1.35352,1.13092,0.06974,1.13307,-3.52869
35C02,I,7691.05031,1.0,1.07079,1.1369,0.06328,1.13866,-3.18591
35C02,I,7692.36331,1.0,0.84734,1.14187,0.05902,1.1434,-2.95876
35C02,I,7694.01831,1.0,0.67072,1.14676,0.05765,1.14821,-2.87818
35C02,I,7696.10731,1.0,0.53067,1.15266,0.05702,1.15407,-2.8322
35C02,I,7698.74331,1.0,0.41976,1.15781,0.06025,1.15937,-2.97903
35C02,I,7702.07531,1.0,0.33183,1.16168,0.06599,1.16355,-3.25105
35C02,I,7706.28131,1.0,0.26261,1.16523,0.07159,1.16743,-3.51552
35C02,I,7711.58931,1.0,0.20791,1.17063,0.07825,1.17324,-3.82444
35C02,I,7718.29331,1.0,0.16452,1.17685,0.08728,1.18008,-4.24132
35C02,I,7726.77031,1.0,0.13007,1.18572,0.09992,1.18992,-4.81678
35C02,I,7737.46031,1.0,0.10309,1.19498,0.11435,1.20044,-5.46616
35C02,I,7750.97431,1.0,0.08153,1.20764,0.13165,1.21479,-6.22139
35C02,I,7768.07131,1.0,0.06443,1.22635,0.15368,1.23595,-7.1428
35C02,I,7789.65831,1.0,0.05102,1.25043,0.18369,1.26385,-8.35715
35C02,I,7816.90031,1.0,0.04042,1.27258,0.22245,1.29188,-9.91518
35C02,I,7851.39631,1.0,0.03192,1.29133,0.26039,1.31732,-11.40056
35C02,I,7894.94332,1.0,0.02528,1.3157,0.29074,1.34745,-12.46095
35C02,I,7950.00832,1.0,0.01999,1.35616,0.31932,1.39325,-13.24942
