Battery_ID,Dataset,Step_Number,Cycle_Duration_s,Step_Type
RW27,RW_Skewed_High_40C_DataSet_2Post,1,10477.109999999999,C
RW27,RW_Skewed_High_40C_DataSet_2Post,2,299.99,R
RW27,RW_Skewed_High_40C_DataSet_2Post,3,7685.74,D
RW27,RW_Skewed_High_40C_DataSet_2Post,4,5399.99,R
RW27,RW_Skewed_High_40C_DataSet_2Post,5,11821.33,C
RW27,RW_Skewed_High_40C_DataSet_2Post,6,299.99,R
RW27,RW_Skewed_High_40C_DataSet_2Post,7,539.64,D
RW27,RW_Skewed_High_40C_DataSet_2Post,8,5399.99,R
RW27,RW_Skewed_High_40C_DataSet_2Post,9,1199.99,R
RW27,RW_Skewed_High_40C_DataSet_2Post,10,599.96,D
RW27,RW_Skewed_High_40C_DataSet_2Post,11,1199.99,R
RW27,RW_Skewed_High_40C_DataSet_2Post,12,599.96,D
RW27,RW_Skewed_High_40C_DataSet_2Post,13,1199.99,R
RW27,RW_Skewed_High_40C_DataSet_2Post,14,599.96,D
RW27,RW_Skewed_High_40C_DataSet_2Post,15,1199.99,R
RW27,RW_Skewed_High_40C_DataSet_2Post,16,599.96,D
RW27,RW_Skewed_High_40C_DataSet_2Post,17,1199.99,R
RW27,RW_Skewed_High_40C_DataSet_2Post,18,599.96,D
RW27,RW_Skewed_High_40C_DataSet_2Post,19,1199.99,R
RW27,RW_Skewed_High_40C_DataSet_2Post,20,599.96,D
RW27,RW_Skewed_High_40C_DataSet_2Post,21,1199.99,R
RW27,RW_Skewed_High_40C_DataSet_2Post,22,599.96,D
RW27,RW_Skewed_High_40C_DataSet_2Post,23,1199.99,R
RW27,RW_Skewed_High_40C_DataSet_2Post,24,599.96,D
RW27,RW_Skewed_High_40C_DataSet_2Post,25,1199.99,R
RW27,RW_Skewed_High_40C_DataSet_2Post,26,599.96,D
RW27,RW_Skewed_High_40C_DataSet_2Post,27,1199.99,R
RW27,RW_Skewed_High_40C_DataSet_2Post,28,599.96,D
RW27,RW_Skewed_High_40C_DataSet_2Post,29,1199.99,R
RW27,RW_Skewed_High_40C_DataSet_2Post,30,599.96,D
RW27,RW_Skewed_High_40C_DataSet_2Post,31,1199.99,R
RW27,RW_Skewed_High_40C_DataSet_2Post,32,599.96,D
RW27,RW_Skewed_High_40C_DataSet_2Post,33,1199.99,R
RW27,RW_Skewed_High_40C_DataSet_2Post,34,489.62,D
RW27,RW_Skewed_High_40C_DataSet_2Post,35,7199.99,R
RW27,RW_Skewed_High_40C_DataSet_2Post,36,3599.99,R
RW27,RW_Skewed_High_40C_DataSet_2Post,37,11370.58,C
RW27,RW_Skewed_High_40C_DataSet_2Post,38,0.16999999999999998,R
RW27,RW_Skewed_High_40C_DataSet_2Post,39,59.96,D
RW27,RW_Skewed_High_40C_DataSet_2Post,40,0.16,R
RW27,RW_Skewed_High_40C_DataSet_2Post,41,59.96,D
RW27,RW_Skewed_High_40C_DataSet_2Post,42,0.19,R
RW27,RW_Skewed_High_40C_DataSet_2Post,43,59.96,D
RW27,RW_Skewed_High_40C_DataSet_2Post,44,0.22999999999999998,R
RW27,RW_Skewed_High_40C_DataSet_2Post,45,59.96,D
RW27,RW_Skewed_High_40C_DataSet_2Post,46,0.13,R
RW27,RW_Skewed_High_40C_DataSet_2Post,47,59.96,D
RW27,RW_Skewed_High_40C_DataSet_2Post,48,0.16999999999999998,R
RW27,RW_Skewed_High_40C_DataSet_2Post,49,59.96,D
RW27,RW_Skewed_High_40C_DataSet_2Post,50,0.18,R
RW27,RW_Skewed_High_40C_DataSet_2Post,51,59.96,D
RW27,RW_Skewed_High_40C_DataSet_2Post,52,0.15,R
RW27,RW_Skewed_High_40C_DataSet_2Post,53,59.96,D
RW27,RW_Skewed_High_40C_DataSet_2Post,54,0.16999999999999998,R
RW27,RW_Skewed_High_40C_DataSet_2Post,55,59.96,D
RW27,RW_Skewed_High_40C_DataSet_2Post,56,0.22,R
RW27,RW_Skewed_High_40C_DataSet_2Post,57,59.96,D
RW27,RW_Skewed_High_40C_DataSet_2Post,58,0.24,R
RW27,RW_Skewed_High_40C_DataSet_2Post,59,59.96,D
RW27,RW_Skewed_High_40C_DataSet_2Post,60,0.19999999999999998,R
RW27,RW_Skewed_High_40C_DataSet_2Post,61,59.96,D
RW27,RW_Skewed_High_40C_DataSet_2Post,62,0.75,R
RW27,RW_Skewed_High_40C_DataSet_2Post,63,59.96,D
RW27,RW_Skewed_High_40C_DataSet_2Post,64,0.83,R
RW27,RW_Skewed_High_40C_DataSet_2Post,65,59.96,D
RW27,RW_Skewed_High_40C_DataSet_2Post,66,0.85,R
RW27,RW_Skewed_High_40C_DataSet_2Post,67,59.96,D
RW27,RW_Skewed_High_40C_DataSet_2Post,68,0.85,R
RW27,RW_Skewed_High_40C_DataSet_2Post,69,59.96,D
RW27,RW_Skewed_High_40C_DataSet_2Post,70,0.83,R
RW27,RW_Skewed_High_40C_DataSet_2Post,71,,D
RW27,RW_Skewed_High_40C_DataSet_2Post,72,3599.99,R
RW27,RW_Skewed_High_40C_DataSet_2Post,73,8708.109999999999,C
RW27,RW_Skewed_High_40C_DataSet_2Post,74,0.19999999999999998,R
RW27,RW_Skewed_High_40C_DataSet_2Post,75,59.96,D
RW27,RW_Skewed_High_40C_DataSet_2Post,76,0.19999999999999998,R
RW27,RW_Skewed_High_40C_DataSet_2Post,77,59.96,D
RW27,RW_Skewed_High_40C_DataSet_2Post,78,0.21,R
RW27,RW_Skewed_High_40C_DataSet_2Post,79,59.96,D
RW27,RW_Skewed_High_40C_DataSet_2Post,80,0.65,R
RW27,RW_Skewed_High_40C_DataSet_2Post,81,59.96,D
RW27,RW_Skewed_High_40C_DataSet_2Post,82,0.19999999999999998,R
RW27,RW_Skewed_High_40C_DataSet_2Post,83,59.96,D
RW27,RW_Skewed_High_40C_DataSet_2Post,84,0.19999999999999998,R
RW27,RW_Skewed_High_40C_DataSet_2Post,85,59.96,D
RW27,RW_Skewed_High_40C_DataSet_2Post,86,0.16999999999999998,R
RW27,RW_Skewed_High_40C_DataSet_2Post,87,59.96,D
RW27,RW_Skewed_High_40C_DataSet_2Post,88,0.19,R
RW27,RW_Skewed_High_40C_DataSet_2Post,89,59.96,D
RW27,RW_Skewed_High_40C_DataSet_2Post,90,0.19,R
RW27,RW_Skewed_High_40C_DataSet_2Post,91,59.96,D
RW27,RW_Skewed_High_40C_DataSet_2Post,92,0.26,R
RW27,RW_Skewed_High_40C_DataSet_2Post,93,59.96,D
