Battery_ID,Dataset,Step_Number,Cycle_Duration_s,Step_Type
RW26,RW_Skewed_High_40C_DataSet_2Post,1,9766.949999999999,C
RW26,RW_Skewed_High_40C_DataSet_2Post,2,299.99,R
RW26,RW_Skewed_High_40C_DataSet_2Post,3,7730.6,D
RW26,RW_Skewed_High_40C_DataSet_2Post,4,5399.99,R
RW26,RW_Skewed_High_40C_DataSet_2Post,5,10941.259999999998,C
RW26,RW_Skewed_High_40C_DataSet_2Post,6,299.99,R
RW26,RW_Skewed_High_40C_DataSet_2Post,7,617.64,D
RW26,RW_Skewed_High_40C_DataSet_2Post,8,5399.99,R
RW26,RW_Skewed_High_40C_DataSet_2Post,9,1199.99,R
RW26,RW_Skewed_High_40C_DataSet_2Post,10,599.96,D
RW26,RW_Skewed_High_40C_DataSet_2Post,11,1199.99,R
RW26,RW_Skewed_High_40C_DataSet_2Post,12,599.96,D
RW26,RW_Skewed_High_40C_DataSet_2Post,13,1199.99,R
RW26,RW_Skewed_High_40C_DataSet_2Post,14,599.96,D
RW26,RW_Skewed_High_40C_DataSet_2Post,15,1199.99,R
RW26,RW_Skewed_High_40C_DataSet_2Post,16,599.96,D
RW26,RW_Skewed_High_40C_DataSet_2Post,17,1199.99,R
RW26,RW_Skewed_High_40C_DataSet_2Post,18,599.96,D
RW26,RW_Skewed_High_40C_DataSet_2Post,19,1199.99,R
RW26,RW_Skewed_High_40C_DataSet_2Post,20,599.96,D
RW26,RW_Skewed_High_40C_DataSet_2Post,21,1199.99,R
RW26,RW_Skewed_High_40C_DataSet_2Post,22,599.96,D
RW26,RW_Skewed_High_40C_DataSet_2Post,23,1199.99,R
RW26,RW_Skewed_High_40C_DataSet_2Post,24,599.96,D
RW26,RW_Skewed_High_40C_DataSet_2Post,25,1199.99,R
RW26,RW_Skewed_High_40C_DataSet_2Post,26,599.96,D
RW26,RW_Skewed_High_40C_DataSet_2Post,27,1199.99,R
RW26,RW_Skewed_High_40C_DataSet_2Post,28,599.96,D
RW26,RW_Skewed_High_40C_DataSet_2Post,29,1199.99,R
RW26,RW_Skewed_High_40C_DataSet_2Post,30,599.96,D
RW26,RW_Skewed_High_40C_DataSet_2Post,31,1199.99,R
RW26,RW_Skewed_High_40C_DataSet_2Post,32,599.96,D
