Battery_ID,Dataset_Group,Cycle_Number,Cycle_Type,Ambient_Temperature_C,Cycle_Duration_s
B0053,6. BatteryAgingARC_53_54_55_56,1,discharge,4,-1961.235
B0053,6. BatteryAgingARC_53_54_55_56,2,impedance,24,-1977.11
B0053,6. BatteryAgingARC_53_54_55_56,3,charge,4,-1990.157
B0053,6. BatteryAgingARC_53_54_55_56,4,impedance,24,-1976.907
B0053,6. BatteryAgingARC_53_54_55_56,5,discharge,4,-1990.204
B0053,6. BatteryAgingARC_53_54_55_56,6,charge,4,-1983.032
B0053,6. BatteryAgingARC_53_54_55_56,7,discharge,4,-1965.61
B0053,6. BatteryAgingARC_53_54_55_56,8,charge,4,-1996.563
B0053,6. BatteryAgingARC_53_54_55_56,9,discharge,4,-1983.313
B0053,6. BatteryAgingARC_53_54_55_56,10,charge,4,-1987.875
B0053,6. BatteryAgingARC_53_54_55_56,11,discharge,4,-1971.36
B0053,6. BatteryAgingARC_53_54_55_56,12,charge,4,-1989.532
B0053,6. BatteryAgingARC_53_54_55_56,13,discharge,4,-1974.344
B0053,6. BatteryAgingARC_53_54_55_56,14,impedance,24,-1993.282
B0053,6. BatteryAgingARC_53_54_55_56,15,charge,4,-2006.204
B0053,6. BatteryAgingARC_53_54_55_56,16,impedance,24,-1990.86
B0053,6. BatteryAgingARC_53_54_55_56,17,discharge,4,-2003.719
B0053,6. BatteryAgingARC_53_54_55_56,18,charge,4,-2000.922
B0053,6. BatteryAgingARC_53_54_55_56,19,discharge,4,-1986.672
B0053,6. BatteryAgingARC_53_54_55_56,20,charge,4,-1998.141
B0053,6. BatteryAgingARC_53_54_55_56,21,discharge,4,-1983.875
B0053,6. BatteryAgingARC_53_54_55_56,22,charge,4,-1956.141
B0053,6. BatteryAgingARC_53_54_55_56,23,discharge,4,-1998.688
B0053,6. BatteryAgingARC_53_54_55_56,24,charge,4,-1990.219
B0053,6. BatteryAgingARC_53_54_55_56,25,discharge,4,-1972.547
B0053,6. BatteryAgingARC_53_54_55_56,26,impedance,24,-1954.657
B0053,6. BatteryAgingARC_53_54_55_56,27,charge,4,-1967.188
B0053,6. BatteryAgingARC_53_54_55_56,28,impedance,24,-2009.204
B0053,6. BatteryAgingARC_53_54_55_56,29,discharge,4,-1961.516
B0053,6. BatteryAgingARC_53_54_55_56,30,charge,4,-1984.579
B0053,6. BatteryAgingARC_53_54_55_56,31,discharge,4,-1965.235
B0053,6. BatteryAgingARC_53_54_55_56,32,charge,4,-1954.407
B0053,6. BatteryAgingARC_53_54_55_56,33,discharge,4,-1998.344
B0053,6. BatteryAgingARC_53_54_55_56,34,charge,4,-2009.204
B0053,6. BatteryAgingARC_53_54_55_56,35,discharge,4,-1992.563
B0053,6. BatteryAgingARC_53_54_55_56,36,charge,4,-1954.079
B0053,6. BatteryAgingARC_53_54_55_56,37,discharge,4,-1998.391
B0053,6. BatteryAgingARC_53_54_55_56,38,impedance,24,-1952.985
B0053,6. BatteryAgingARC_53_54_55_56,39,charge,4,-1964.094
B0053,6. BatteryAgingARC_53_54_55_56,40,impedance,24,-2008.219
B0053,6. BatteryAgingARC_53_54_55_56,41,discharge,4,-1959.797
B0053,6. BatteryAgingARC_53_54_55_56,42,charge,4,-1994.985
B0053,6. BatteryAgingARC_53_54_55_56,43,discharge,4,-1978.844
B0053,6. BatteryAgingARC_53_54_55_56,44,charge,4,-1999.032
B0053,6. BatteryAgingARC_53_54_55_56,45,discharge,4,-1980.297
B0053,6. BatteryAgingARC_53_54_55_56,46,charge,4,-2008.86
B0053,6. BatteryAgingARC_53_54_55_56,47,discharge,4,-1988.219
B0053,6. BatteryAgingARC_53_54_55_56,48,charge,4,-2003.485
B0053,6. BatteryAgingARC_53_54_55_56,49,discharge,4,-1984.891
B0053,6. BatteryAgingARC_53_54_55_56,50,impedance,24,-1958.672
B0053,6. BatteryAgingARC_53_54_55_56,51,charge,4,-1970.282
B0053,6. BatteryAgingARC_53_54_55_56,52,impedance,24,-1953.204
B0053,6. BatteryAgingARC_53_54_55_56,53,discharge,4,-2004.813
B0053,6. BatteryAgingARC_53_54_55_56,54,impedance,24,-1992.672
B0053,6. BatteryAgingARC_53_54_55_56,55,charge,4,-2004.172
B0053,6. BatteryAgingARC_53_54_55_56,56,impedance,24,-1985.172
B0053,6. BatteryAgingARC_53_54_55_56,57,discharge,4,-1996.469
B0053,6. BatteryAgingARC_53_54_55_56,58,charge,4,-1981.86
B0053,6. BatteryAgingARC_53_54_55_56,59,discharge,4,-1961.11
B0053,6. BatteryAgingARC_53_54_55_56,60,charge,4,-1977.813
B0053,6. BatteryAgingARC_53_54_55_56,61,discharge,4,-1959.719
B0053,6. BatteryAgingARC_53_54_55_56,62,charge,4,-1986.266
B0053,6. BatteryAgingARC_53_54_55_56,63,discharge,4,-1967.422
B0053,6. BatteryAgingARC_53_54_55_56,64,charge,4,-1976.063
B0053,6. BatteryAgingARC_53_54_55_56,65,discharge,4,63578.0
