Battery_ID,Dataset_Group,Cycle_Number,Cycle_Type,Ambient_Temperature_C,Cycle_Duration_s
B0054,6. BatteryAgingARC_53_54_55_56,1,discharge,4,-1982.844
B0054,6. BatteryAgingARC_53_54_55_56,2,impedance,24,-1995.563
B0054,6. BatteryAgingARC_53_54_55_56,3,charge,4,-1952.375
B0054,6. BatteryAgingARC_53_54_55_56,4,impedance,24,-2005.922
B0054,6. BatteryAgingARC_53_54_55_56,5,discharge,4,-1958.344
B0054,6. BatteryAgingARC_53_54_55_56,6,charge,4,-1992.75
B0054,6. BatteryAgingARC_53_54_55_56,7,discharge,4,-1983.719
B0054,6. BatteryAgingARC_53_54_55_56,8,charge,4,-1965.344
B0054,6. BatteryAgingARC_53_54_55_56,9,discharge,4,-1957.313
B0054,6. BatteryAgingARC_53_54_55_56,10,charge,4,-1983.469
B0054,6. BatteryAgingARC_53_54_55_56,11,discharge,4,-1975.36
B0054,6. BatteryAgingARC_53_54_55_56,12,charge,4,-1988.485
B0054,6. BatteryAgingARC_53_54_55_56,13,discharge,4,-1981.391
B0054,6. BatteryAgingARC_53_54_55_56,14,impedance,24,63543.0
B0054,6. BatteryAgingARC_53_54_55_56,15,charge,4,-2009.454
B0054,6. BatteryAgingARC_53_54_55_56,16,impedance,24,-2000.485
B0054,6. BatteryAgingARC_53_54_55_56,17,discharge,4,-1956.875
B0054,6. BatteryAgingARC_53_54_55_56,18,charge,4,-1985.891
B0054,6. BatteryAgingARC_53_54_55_56,19,discharge,4,-1976.938
B0054,6. BatteryAgingARC_53_54_55_56,20,charge,4,-1969.86
B0054,6. BatteryAgingARC_53_54_55_56,21,discharge,4,-1962.016
B0054,6. BatteryAgingARC_53_54_55_56,22,charge,4,-1987.516
B0054,6. BatteryAgingARC_53_54_55_56,23,discharge,4,-1979.579
B0054,6. BatteryAgingARC_53_54_55_56,24,charge,4,-1981.532
B0054,6. BatteryAgingARC_53_54_55_56,25,discharge,4,-1973.485
B0054,6. BatteryAgingARC_53_54_55_56,26,impedance,24,-1957.047
B0054,6. BatteryAgingARC_53_54_55_56,27,charge,4,-1972.922
B0054,6. BatteryAgingARC_53_54_55_56,28,impedance,24,-1964.375
B0054,6. BatteryAgingARC_53_54_55_56,29,discharge,4,-1980.204
B0054,6. BatteryAgingARC_53_54_55_56,30,charge,4,-1985.313
B0054,6. BatteryAgingARC_53_54_55_56,31,discharge,4,-1974.329
B0054,6. BatteryAgingARC_53_54_55_56,32,charge,4,-1972.594
B0054,6. BatteryAgingARC_53_54_55_56,33,discharge,4,-1962.594
B0054,6. BatteryAgingARC_53_54_55_56,34,charge,4,-2000.282
B0054,6. BatteryAgingARC_53_54_55_56,35,discharge,4,-1989.672
B0054,6. BatteryAgingARC_53_54_55_56,36,charge,4,-1985.954
B0054,6. BatteryAgingARC_53_54_55_56,37,discharge,4,-1976.579
B0054,6. BatteryAgingARC_53_54_55_56,38,impedance,24,-1977.422
B0054,6. BatteryAgingARC_53_54_55_56,39,charge,4,-1992.704
B0054,6. BatteryAgingARC_53_54_55_56,40,impedance,24,-1981.141
B0054,6. BatteryAgingARC_53_54_55_56,41,discharge,4,-1996.25
B0054,6. BatteryAgingARC_53_54_55_56,42,charge,4,-1988.11
B0054,6. BatteryAgingARC_53_54_55_56,43,discharge,4,-1975.797
B0054,6. BatteryAgingARC_53_54_55_56,44,charge,4,-1999.297
B0054,6. BatteryAgingARC_53_54_55_56,45,discharge,4,-1987.688
B0054,6. BatteryAgingARC_53_54_55_56,46,charge,4,-1987.688
B0054,6. BatteryAgingARC_53_54_55_56,47,discharge,4,-1974.625
B0054,6. BatteryAgingARC_53_54_55_56,48,charge,4,-1953.141
B0054,6. BatteryAgingARC_53_54_55_56,49,discharge,4,-1999.75
B0054,6. BatteryAgingARC_53_54_55_56,50,impedance,24,-1983.641
B0054,6. BatteryAgingARC_53_54_55_56,51,charge,4,-1998.25
B0054,6. BatteryAgingARC_53_54_55_56,52,impedance,24,-1986.25
B0054,6. BatteryAgingARC_53_54_55_56,53,discharge,4,-1954.407
B0054,6. BatteryAgingARC_53_54_55_56,54,impedance,24,-1992.579
B0054,6. BatteryAgingARC_53_54_55_56,55,charge,4,-2007.032
B0054,6. BatteryAgingARC_53_54_55_56,56,impedance,24,-1995.469
B0054,6. BatteryAgingARC_53_54_55_56,57,discharge,4,-2009.891
B0054,6. BatteryAgingARC_53_54_55_56,58,charge,4,-2002.266
B0054,6. BatteryAgingARC_53_54_55_56,59,discharge,4,-1989.907
B0054,6. BatteryAgingARC_53_54_55_56,60,charge,4,-1959.391
B0054,6. BatteryAgingARC_53_54_55_56,61,discharge,4,-2004.454
B0054,6. BatteryAgingARC_53_54_55_56,62,charge,4,-1966.391
B0054,6. BatteryAgingARC_53_54_55_56,63,discharge,4,-1953.047
B0054,6. BatteryAgingARC_53_54_55_56,64,charge,4,-1964.204
B0054,6. BatteryAgingARC_53_54_55_56,65,discharge,4,-1951.422
B0054,6. BatteryAgingARC_53_54_55_56,66,impedance,24,-1977.907
B0054,6. BatteryAgingARC_53_54_55_56,67,charge,4,-1991.907
B0054,6. BatteryAgingARC_53_54_55_56,68,impedance,24,-1977.891
B0054,6. BatteryAgingARC_53_54_55_56,69,discharge,4,-1991.969
B0054,6. BatteryAgingARC_53_54_55_56,70,charge,4,-1967.625
B0054,6. BatteryAgingARC_53_54_55_56,71,discharge,4,-1952.079
B0054,6. BatteryAgingARC_53_54_55_56,72,charge,4,-1951.313
B0054,6. BatteryAgingARC_53_54_55_56,73,discharge,4,-1998.594
B0054,6. BatteryAgingARC_53_54_55_56,74,charge,4,-1967.5
B0054,6. BatteryAgingARC_53_54_55_56,75,discharge,4,-1955.375
B0054,6. BatteryAgingARC_53_54_55_56,76,charge,4,-1973.407
B0054,6. BatteryAgingARC_53_54_55_56,77,discharge,4,-1959.125
B0054,6. BatteryAgingARC_53_54_55_56,78,impedance,24,-1976.985
B0054,6. BatteryAgingARC_53_54_55_56,79,charge,4,-1990.61
B0054,6. BatteryAgingARC_53_54_55_56,80,impedance,24,-1977.063
B0054,6. BatteryAgingARC_53_54_55_56,81,discharge,4,-1990.454
B0054,6. BatteryAgingARC_53_54_55_56,82,charge,4,-1995.532
B0054,6. BatteryAgingARC_53_54_55_56,83,discharge,4,-1981.563
B0054,6. BatteryAgingARC_53_54_55_56,84,charge,4,-1956.782
B0054,6. BatteryAgingARC_53_54_55_56,85,discharge,4,-1999.985
B0054,6. BatteryAgingARC_53_54_55_56,86,charge,4,-2007.813
B0054,6. BatteryAgingARC_53_54_55_56,87,discharge,4,-1992.125
B0054,6. BatteryAgingARC_53_54_55_56,88,charge,4,-1978.704
B0054,6. BatteryAgingARC_53_54_55_56,89,discharge,4,-1961.735
B0054,6. BatteryAgingARC_53_54_55_56,90,impedance,24,-1995.641
B0054,6. BatteryAgingARC_53_54_55_56,91,charge,4,-2008.641
B0054,6. BatteryAgingARC_53_54_55_56,92,impedance,24,-1990.579
B0054,6. BatteryAgingARC_53_54_55_56,93,discharge,4,-2003.329
B0054,6. BatteryAgingARC_53_54_55_56,94,charge,4,-2006.829
B0054,6. BatteryAgingARC_53_54_55_56,95,discharge,4,-1991.782
B0054,6. BatteryAgingARC_53_54_55_56,96,charge,4,-1993.141
B0054,6. BatteryAgingARC_53_54_55_56,97,discharge,4,-1975.297
B0054,6. BatteryAgingARC_53_54_55_56,98,charge,4,-2000.485
B0054,6. BatteryAgingARC_53_54_55_56,99,discharge,4,-1985.235
B0054,6. BatteryAgingARC_53_54_55_56,100,charge,4,-1951.532
B0054,6. BatteryAgingARC_53_54_55_56,101,discharge,4,-1992.938
B0054,6. BatteryAgingARC_53_54_55_56,102,impedance,24,-1965.907
B0054,6. BatteryAgingARC_53_54_55_56,103,charge,4,-1978.407
B0054,6. BatteryAgingARC_53_54_55_56,104,impedance,24,-1962.032
B0054,6. BatteryAgingARC_53_54_55_56,105,discharge,4,-2004.704
B0054,6. BatteryAgingARC_53_54_55_56,106,impedance,24,-1997.297
B0054,6. BatteryAgingARC_53_54_55_56,107,charge,4,-2009.657
B0054,6. BatteryAgingARC_53_54_55_56,108,impedance,24,-1992.75
B0054,6. BatteryAgingARC_53_54_55_56,109,discharge,4,-2005.079
B0054,6. BatteryAgingARC_53_54_55_56,110,charge,4,-1961.969
B0054,6. BatteryAgingARC_53_54_55_56,111,discharge,4,-2003.032
B0054,6. BatteryAgingARC_53_54_55_56,112,charge,4,-1972.672
B0054,6. BatteryAgingARC_53_54_55_56,113,discharge,4,-1955.547
B0054,6. BatteryAgingARC_53_54_55_56,114,charge,4,-2003.907
B0054,6. BatteryAgingARC_53_54_55_56,115,discharge,4,-1988.219
B0054,6. BatteryAgingARC_53_54_55_56,116,charge,4,-2005.25
B0054,6. BatteryAgingARC_53_54_55_56,117,discharge,4,-1961.235
B0054,6. BatteryAgingARC_53_54_55_56,118,impedance,24,-1977.11
B0054,6. BatteryAgingARC_53_54_55_56,119,charge,4,-1990.157
