Cell_ID,Cycle,Phase,t_mean,t_min,t_max,v_mean,v_min,v_max,q_mean,q_min,q_max,Capacity_Charge_Ah,T_mean,T_min,T_max,Capacity_Discharge_Ah
6,0,Charge,735954.8776488415,735954.8574578706,735954.8978363007,3.821195235186246,2.7181604,4.1999187,358.3575846763828,-4.993824598524306e-05,716.6576159205864,716.6576159205864,40.769507377363894,39.918049,41.928047,
6,0,Discharge,735954.8368712588,735954.8162809822,735954.857457859,3.735102905507165,2.6999252,4.1898103,-366.4238864419492,-732.7947554512294,0.0,,41.18796751081765,40.554764,42.090382,732.7947554512294
6,100,Charge,735962.0459770723,735962.02603497,735962.0659093865,3.821548460835509,2.719043,4.1998386,353.8944132896455,-4.988521321614583e-05,707.5824238780212,707.5824238780212,40.85236899564839,40.05537,41.940556,
6,100,Discharge,735962.0056739335,735961.9853093761,735962.0260349583,3.7371221435511366,2.6999655,4.1920967,-362.40895046077395,-724.683839133562,0.0,,41.31018651704546,40.692089,42.202736,724.683839133562
6,200,Charge,735969.202320846,735969.1825118493,735969.222120332,3.8221021610981305,2.7195244,4.1999989,351.5111938203156,-4.995062934027778e-05,702.8366452256673,702.8366452256673,40.88038860893692,40.080345,41.903114,
6,200,Discharge,735969.1622849933,735969.1420477567,735969.1825118377,3.737817741852487,2.6998851,4.192297,-360.10722212669896,-719.9780780561117,0.0,,41.30072525414522,40.791973,42.102848,719.9780780561117
6,300,Charge,735977.8555138503,735977.835797417,735977.8752249188,3.8223801841255867,2.7195611,4.2001157,349.92207516457074,-4.988874647352431e-05,699.7455029307217,699.7455029307217,40.94300583920188,40.067837,42.102848,
6,300,Discharge,735977.81566163,735977.7955169568,735977.8357974055,3.7380129856978748,2.6999218,4.1918526,-358.46017935846504,-716.7605490247803,0.0,,41.3464734109707,40.704556,42.327557,716.7605490247803
6,400,Charge,735984.9920594067,735984.9724934603,735985.0116192806,3.8236495113837963,2.7198017,4.1999555,347.2312014411716,-4.984100680881076e-05,694.3189388594292,694.3189388594292,40.91257771023063,40.080345,42.002964,
6,400,Discharge,735984.9524991775,735984.9324992036,735984.9724934488,3.7392418363899336,2.7001626,4.1927752,-355.92373230815497,-711.6736520202331,0.0,,41.36761532976569,40.729527,42.302624,711.6736520202331
6,500,Charge,735992.1197955946,735992.1003338202,735992.1392463665,3.8245722614447084,2.719882,4.1999154,345.38073965124596,-4.985337660047743e-05,690.525939583435,690.525939583435,40.92387927021402,40.092812,41.915581,
6,500,Discharge,735992.0804488456,735992.0605530438,735992.1003338087,3.739532180633905,2.7000422,4.1925745,-354.02477954839196,-707.7770533721924,0.0,,41.361450774062234,40.80444,42.215202,707.7770533721924
6,600,Charge,735999.2400959576,735999.220738347,735999.2594516574,3.8252094030484165,2.7207646,4.1999555,343.4246879749242,-4.987814331054687e-05,686.7950854498833,686.7950854498833,40.96209586610878,40.117779,41.990498,
6,600,Discharge,735999.2009522835,735999.1811606467,735999.2207383355,3.7399484800935396,2.7000823,4.1925745,-352.19961687862025,-704.24917843416,0.0,,41.37769428149664,40.816948,42.240173,704.24917843416
6,700,Charge,736006.8515333404,736006.8322162132,736006.8708429883,3.8259553257262655,2.7356591,4.2001123,342.9838186682741,-4.11201917860243e-05,685.8442832522107,685.8442832522107,40.93983140551064,40.030399,42.052906,
6,700,Discharge,736006.8124381502,736006.7926580586,736006.8322156275,3.7401160835039486,2.7000387,4.1923704,-351.42317979232035,-702.8095879125638,0.0,,41.35401798683825,40.71706,42.40247,702.8095879125638
6,800,Charge,736013.956697475,736013.9375076846,736013.9758844224,3.8269474210431116,2.7351778,4.1997914,340.7122673451782,-4.112621053059896e-05,681.3844445848187,681.3844445848187,40.959631694000606,40.05537,42.04044,
6,800,Discharge,736013.9178460763,736013.8981759641,736013.9375070989,3.740653928352941,2.6999583,4.1927314,-349.48514194366606,-698.8143263731588,0.0,,41.37675241852941,40.704556,42.352524,698.8143263731588
6,900,Charge,736021.0540942738,736021.0349855067,736021.0731971534,3.8277113331516803,2.7352581,4.1998715,339.27314166004675,-4.112585110134548e-05,678.4538409887763,678.4538409887763,40.96737254980321,40.117779,42.090382,
6,900,Discharge,736021.0153991794,736020.9958100881,736021.034984921,3.7410202101004137,2.7001188,4.1927314,-348.0403574581872,-696.0256867891575,0.0,,41.381323106024816,40.754498,42.340057,696.0256867891575
