Cell_ID,Cycle,Phase,t_mean,t_min,t_max,v_mean,v_min,v_max,q_mean,q_min,q_max,Capacity_Charge_Ah,T_mean,T_min,T_max,Capacity_Discharge_Ah
5,0,Charge,735954.8777545455,735954.8575577872,735954.8979485738,3.818482664909768,2.71819,4.1996593,360.22538696576987,-4.89462381998698e-05,720.4058178135612,720.4058178135612,41.084619588370096,40.296947,42.167168,
5,0,Discharge,735954.8367957685,735954.8160318803,735954.8575577757,3.7361050458344947,2.69981,4.191287,-367.6795948224126,-735.336070718255,0.0,,41.464176509334074,40.882942,42.279404,735.336070718255
5,100,Charge,735962.0326707233,735962.0127517661,735962.0525893864,3.8201719476038343,2.7186706,4.1997795,355.23591260771923,-4.897097778320312e-05,710.52023571817,710.52023571817,41.1360927316294,40.396675,42.192139,
5,100,Discharge,735961.9922428705,735961.971727851,735962.0127517545,3.736630215454033,2.7000906,4.1925287,-363.20145536967283,-726.3272216149664,0.0,,41.47554590919346,40.882942,42.304337,726.3272216149664
5,200,Charge,735969.1749883617,735969.1552082979,735969.1947671325,3.8209577562152677,2.7193117,4.1996593,352.6627147918018,-4.8985107421875e-05,705.3694592736239,705.3694592736239,41.129535581749046,40.384209,42.104836,
5,200,Discharge,735969.1348309786,735969.1144490645,735969.1552082864,3.7374258164348566,2.7000103,4.1929693,-360.82520350221034,-721.6143905718282,0.0,,41.46198125489639,40.870476,42.29187,721.6143905718282
5,300,Charge,735977.854813275,735977.8351199888,735977.8745044767,3.8215986205934196,2.7203181,4.2000246,351.2373339006955,-4.897627766927084e-05,702.4368025946926,702.4368025946926,41.122001504406576,40.272015,42.242004,
5,300,Discharge,735977.8148453685,735977.7945618064,735977.8351199771,3.737620761551626,2.6998551,4.1924939,-359.1474050013054,-718.1408943344795,0.0,,41.506662947233316,40.895409,42.429001,718.1408943344795
5,400,Charge,735984.9773047235,735984.9577619241,735984.9968442306,3.8228369645352274,2.7204783,4.1996241,348.4902060789932,-4.900807020399306e-05,696.9903605962321,696.9903605962321,41.12690417525163,40.334347,42.250889,
5,400,Discharge,735984.9376161558,735984.9174657187,735984.9577619126,3.7386086422049956,2.7000554,4.1930947,-356.76542602105496,-713.4979226988899,0.0,,41.46929377461959,40.858009,42.329269,713.4979226988899
