Cell_ID,Cycle,Phase,t_mean,t_min,t_max,v_mean,v_min,v_max,q_mean,q_min,q_max,Capacity_Charge_Ah,T_mean,T_min,T_max,Capacity_Discharge_Ah
8,0,Charge,735954.8772702608,735954.8572644747,735954.8972740183,3.821165996674378,2.7182426,4.1998043,355.9939126277537,-4.943531629774305e-05,711.9566828125509,711.9566828125509,40.041247477732796,39.145603,41.279449,
8,0,Discharge,735954.8367776988,735954.8162800169,735954.8572644631,3.7347793772226927,2.7000058,4.1901021,-363.8561866650606,-727.5279508776244,0.0,,40.49258756308214,39.844418,41.466637,727.5279508776244
8,100,Charge,735962.0265869577,735962.0068242508,735962.0463481284,3.821318537119438,2.7190444,4.1999249,351.51237526490905,-4.944591946072049e-05,703.0846215424602,703.0846215424602,40.11167271838407,39.220478,41.341858,
8,100,Discharge,735961.986543615,735961.9662600758,735962.0068242392,3.7366211339132915,2.6996851,4.1925478,-360.0170653400794,-720.0435691727091,0.0,,40.5524001891044,39.881855,41.529045,720.0435691727091
8,300,Charge,735977.8564324601,735977.8368433429,735977.8760114419,3.8217499165091557,2.720098,4.200016,348.5674129236778,-4.930450778537326e-05,696.946560229882,696.946560229882,40.15466619669226,39.208012,41.379295,
8,300,Discharge,735977.8167465696,735977.7966481906,735977.8368433313,3.7373421266551525,2.7000573,4.1924791,-356.73914669953643,-713.4368676427137,0.0,,40.591501226252156,39.906788,41.603924,713.4368676427137
8,400,Charge,735984.9787919773,735984.9593359827,735984.9982471458,3.8228325125483202,2.720098,4.1998158,346.1178015740724,-4.944061618381076e-05,692.2833545454984,692.2833545454984,40.134483575081774,39.195503,41.379295,
8,400,Discharge,735984.9393531351,735984.9193647353,735984.959335971,3.7378844368451523,2.6998568,4.1931205,-354.8011628619889,-709.5431372565274,0.0,,40.58025967351664,39.906788,41.578953,709.5431372565274
8,500,Charge,735992.0950493704,735992.0756801862,735992.1144152465,3.823554750089606,2.7208998,4.1997356,344.53002316368816,-4.944414605034723e-05,689.0867305780504,689.0867305780504,40.13521145997611,39.170574,41.354324,
8,500,Discharge,735992.0557766071,735992.0358692292,735992.0756801746,3.7381321737866897,2.7002575,4.1932807,-353.309466372723,-706.6031208953756,0.0,,40.5819772598082,39.931759,41.578953,706.6031208953756
8,600,Charge,735999.2051444054,735999.1858562392,735999.2244307117,3.8240784031193757,2.7209802,4.2000966,343.0227721880112,-4.94423828125e-05,686.0718700955471,686.0718700955471,40.170604881823635,39.232944,41.379295,
8,600,Discharge,735999.1660280997,735999.1461959532,735999.1858562275,3.738330281126021,2.6999769,4.1932406,-351.98088791033143,-703.9271830937772,0.0,,40.613615270128356,39.95673,41.603924,703.9271830937772
8,700,Charge,736006.8517847126,736006.83247916,736006.8710810392,3.8244628192987715,2.7362223,4.1999383,342.9625940269597,-4.109683566623264e-05,685.7698513222794,685.7698513222794,40.146513183997605,39.183037,41.366829,
8,700,Discharge,736006.812688882,736006.7928972162,736006.8324785745,3.738140283016662,2.7002196,4.1926818,-351.4269782686499,-702.8268331586339,0.0,,40.588510473545746,39.894321,41.666294,702.8268331586339
8,800,Charge,736013.9508583817,736013.9316570186,736013.9700518792,3.825308764748418,2.7362623,4.1999784,341.10808535595334,-4.110425821940104e-05,682.0947462597792,682.0947462597792,40.17820978397107,39.257915,41.416733,
8,800,Discharge,736013.9119577816,736013.8922529464,736013.931656433,3.738521251086319,2.7001796,4.1930022,-349.87727026451,-699.6604835476685,0.0,,40.5989870631239,39.906788,41.61639,699.6604835476685
