Cell_ID,Cycle,Phase,t_mean,t_min,t_max,v_mean,v_min,v_max,q_mean,q_min,q_max,Capacity_Charge_Ah,T_mean,T_min,T_max,Capacity_Discharge_Ah
2,0,Charge,735954.8774391937,735954.8572366507,735954.8976313377,3.8219190570733104,2.7185297,4.199935,359.4589941484611,-4.948272705078125e-05,718.741297925537,718.741297925537,40.13680144100802,39.437004,41.096428,
2,0,Discharge,735954.8365390043,735954.8158387739,735954.8572366391,3.734724948686417,2.699652,4.1896338,-367.425458062174,-734.8189656975843,0.0,,40.499935564561206,39.998455,41.233673,734.8189656975843
2,100,Charge,735962.0391431928,735962.0191953039,735962.059079563,3.8225199226798146,2.7186902,4.1998949,354.8782976752333,-4.947919379340278e-05,709.5681071291199,709.5681071291199,40.093130529002316,39.387058,41.034054,
2,100,Discharge,735961.9987300254,735961.9782555159,735962.0191952924,3.7363482116699633,2.6999323,4.1918783,-363.3982580096258,-726.6220579061855,0.0,,40.42164442102288,39.886139,41.183769,726.6220579061855
2,200,Charge,735969.1894197242,735969.1696049386,735969.2092310463,3.8229961841751825,2.7196519,4.1998148,352.4581164344562,-4.944737413194445e-05,704.9058163403389,704.9058163403389,40.079134652554735,39.374592,41.021553,
2,200,Discharge,735969.1492615036,735969.1289143116,735969.1696049271,3.737390495166335,2.6999323,4.1924796,-361.1110457435834,-722.1571400208163,0.0,,40.414787726471424,39.886139,41.158836,722.1571400208163
2,300,Charge,735977.8528703791,735977.8331307967,735977.8726077869,3.823142447039859,2.719667,4.1998296,351.1816605280634,-4.947212388780381e-05,702.3456149198066,702.3456149198066,40.08180886342321,39.287251,41.07539,
2,300,Discharge,735977.8128752105,735977.7926090101,735977.833130785,3.737397836682843,2.7001479,4.1920938,-359.694423350954,-719.2156200035366,0.0,,40.426595697402234,39.886139,41.258644,719.2156200035366
2,400,Charge,735984.9838991999,735984.9643043187,735985.0034862059,3.8244583170652495,2.7202282,4.1998296,348.62500532809884,-4.944206746419271e-05,697.1368473715753,697.1368473715753,40.06319316120461,39.324688,41.009087,
2,400,Discharge,735984.9441743377,735984.9240412613,735984.964304307,3.73865225612069,2.7000675,4.1924543,-357.3180169398833,-714.5823074647996,0.0,,40.40777006666667,39.886139,41.196236,714.5823074647996
2,500,Charge,735992.1072396432,735992.0877431466,735992.1267251556,3.8252669245400592,2.7203083,4.2000303,346.84474969925026,-4.943853420681424e-05,693.5280529826321,693.5280529826321,40.07852443264095,39.337154,41.034054,
2,500,Discharge,735992.0677126817,735992.047672204,735992.087743135,3.7389033426097,2.7000275,4.1927352,-355.65442327693734,-711.1216758331502,0.0,,40.408104486431874,39.873672,41.183769,711.1216758331502
2,600,Charge,735999.2230876855,735999.2036837793,735999.2424874206,3.825875391234347,2.7207894,4.1998296,345.1381786323483,-4.943499755859375e-05,690.2526227546354,690.2526227546354,40.068522559928454,39.362125,41.07539,
2,600,Discharge,735999.183737912,735999.1637842392,735999.2036837677,3.7391747736445344,2.7001479,4.1925344,-354.1024017865535,-708.0616104027846,0.0,,40.3824394647724,39.861206,41.171303,708.0616104027846
2,700,Charge,736006.850920122,736006.8315566971,736006.8702807939,3.826332736659695,2.7356322,4.1999207,343.98466306915793,-4.11058112250434e-05,687.9312178554381,687.9312178554381,40.08781804003585,39.287251,41.021553,
2,700,Discharge,736006.8116980838,736006.7918311884,736006.8315561115,3.739185263133372,2.6998377,4.1922646,-352.79872346166104,-705.4509534216545,0.0,,40.42205248485731,39.823772,41.258644,705.4509534216545
2,800,Charge,736013.9555885643,736013.936335118,736013.9748340315,3.8273365711237983,2.7356322,4.1998806,342.04310878637614,-4.110262722439236e-05,683.9562011113857,683.9562011113857,40.09905090444711,39.362125,41.034054,
2,800,Discharge,736013.9165762063,736013.8968077148,736013.9363345323,3.7397095282704123,2.7002387,4.1926255,-351.04178993951996,-701.9102314870742,0.0,,40.41304891776412,39.84874,41.233673,701.9102314870742
2,900,Charge,736021.0538515978,736021.0346791727,736021.0730200738,3.827994381713941,2.7354319,4.1998005,340.6029446294992,-4.110297648111979e-05,681.1490369562412,681.1490369562412,40.10219426010863,39.362125,41.034054,
2,900,Discharge,736021.0149937447,736020.9953004883,736021.034678587,3.7399610715334903,2.6999981,4.1927457,-349.69952352470244,-699.2549903478053,0.0,,40.406623299353704,39.886139,41.233673,699.2549903478053
2,1000,Charge,736028.146126,736028.1270288067,736028.1652181039,3.8287522184792486,2.735472,4.1998005,339.2578924649977,-4.110226779513889e-05,678.4389754590828,678.4389754590828,40.080021860345354,39.337154,41.009087,
2,1000,Discharge,736028.1074132391,736028.0877952124,736028.1270282211,3.7403109151577705,2.6999981,4.1926656,-348.35739949673064,-696.6637550136685,0.0,,40.38615575287526,39.84874,41.196236,696.6637550136685
2,1100,Charge,736035.2325084275,736035.2134862936,736035.2515205906,3.8295090331204378,2.7354319,4.1999607,337.9246271735958,-4.110474650065104e-05,675.6869704751757,675.6869704751757,40.1393754479927,39.424496,41.034054,
2,1100,Discharge,736035.1939456285,736035.1744026551,736035.2134857079,3.740614720870338,2.699918,4.1925454,-347.016870151462,-693.9847933360154,0.0,,40.43923640941385,39.911114,41.258644,693.9847933360154
2,1200,Charge,736042.31296448,736042.2940291506,736042.3318956431,3.8303286169263675,2.7354319,4.1998806,336.3748239880794,-4.110226779513889e-05,672.6909481645915,672.6909481645915,40.11298547632141,39.349659,41.04652,
2,1200,Discharge,736042.2745689268,736042.2551011869,736042.2940285649,3.7407198246656757,2.6999981,4.1927857,-345.6701165698051,-691.2011130181581,0.0,,40.42117673521545,39.873672,41.24614,691.2011130181581
2,1300,Charge,736049.38720865,736049.3683601265,736049.4060537659,3.831094033210559,2.735472,4.1999207,334.8286013149872,-4.11043938530816e-05,669.6118516598985,669.6118516598985,40.113264171884595,39.337154,41.021553,
2,1300,Discharge,736049.3489828008,736049.3295960808,736049.3683595408,3.740737267830498,2.7000782,4.1925054,-344.22533932743164,-688.2824454375678,0.0,,40.417546981498056,39.861206,41.233673,688.2824454375678
2,1400,Charge,736056.4553713665,736056.436603777,736056.4741321868,3.8318774450986433,2.7358327,4.2000809,333.3886991554315,-4.109837849934896e-05,666.6693579710898,666.6693579710898,40.11311358908755,39.349659,40.984154,
2,1400,Discharge,736056.4173047161,736056.3979989258,736056.4366031914,3.740922772370393,2.7001183,4.1923046,-342.7834809822483,-685.4468687684393,0.0,,40.411980738088104,39.84874,41.24614,685.4468687684393
2,1600,Charge,736071.6086926429,736071.5900873197,736071.6272956618,3.8337819265236317,2.735549,4.2000775,330.5370183584872,-4.110262722439236e-05,661.0438750956963,661.0438750956963,40.15419252114429,39.324688,41.133865,
2,1600,Discharge,736071.5709598259,736071.551822098,736071.590086734,3.740926314752116,2.6999547,4.1910191,-339.8465544878093,-679.5110214082981,0.0,,40.493198905985494,39.898647,41.408356,679.5110214082981
2,1800,Charge,736088.8089721288,736088.790540417,736088.8274005578,3.835277323571877,2.7358696,4.1999173,327.4607144132026,-4.110191853841146e-05,654.8732928540276,654.8732928540276,40.13858846735719,39.324688,41.121399,
2,1800,Discharge,736088.771565952,736088.752584473,736088.7905398314,3.741050950289546,2.6999147,4.1909385,-337.06547865084593,-674.0054456104837,0.0,,40.4795377683633,39.92358,41.383389,674.0054456104837
2,1900,Charge,736096.5841449506,736096.5658058315,736096.6024812268,3.836510000662461,2.7358534,4.2000613,325.80775106924386,-4.11043938530816e-05,651.5763009192572,651.5763009192572,40.10418652082019,39.274784,41.108894,
2,1900,Discharge,736096.5469276987,736096.5280388134,736096.5658052458,3.7410919916079637,2.7001791,4.1902008,-335.4207061331862,-670.6497832609933,0.0,,40.4279020762634,39.798798,41.370922,670.6497832609933
2,2000,Charge,736104.5835393606,736104.5652986207,736104.6017779699,3.8376402123691724,2.7359784,4.200026,324.0447428337819,-4.11058112250434e-05,648.0620407410753,648.0620407410753,40.04022261750713,39.212414,41.034054,
2,2000,Discharge,736104.5465131083,736104.5277168156,736104.565298035,3.7412424195136964,2.6998632,4.1901655,-333.77209235033604,-667.3525808571167,0.0,,40.38802808402585,39.761398,41.296082,667.3525808571167
2,2100,Charge,736111.6273293834,736111.609175471,736111.6454814821,3.8378463081899303,2.7361388,4.1996655,322.5232256891115,-4.10994398328993e-05,645.0273202361824,645.0273202361824,40.077320304971316,39.274784,41.071495,
2,2100,Discharge,736111.5904440581,736111.5717114427,736111.6091748853,3.7416881036751075,2.7001038,4.1910877,-332.6301574584596,-665.2355876842753,0.0,,40.44058446602841,39.84874,41.345989,665.2355876842753
2,2200,Charge,736119.7079580161,736119.689890887,736119.7260241666,3.8393601565161704,2.7361529,4.1999202,320.98146826266463,-4.11008538140191e-05,641.9561587872146,641.9561587872146,40.09804702177393,39.274784,41.108894,
2,2200,Discharge,736119.6712643332,736119.652635862,736119.6898903013,3.74182640704969,2.7000377,4.1900196,-330.78900678125615,-661.5433404840155,0.0,,40.44185112701863,39.823772,41.383389,661.5433404840155
2,2300,Charge,736126.7423535855,736126.7243617118,736126.7603382951,3.8394307573311894,2.7363935,4.1999602,319.64752130493144,-4.110262722439236e-05,639.1817874060634,639.1817874060634,40.11884825016077,39.299717,41.158836,
2,2300,Discharge,736126.7057889419,736126.6872067918,736126.7243611261,3.7417249648194275,2.7000377,4.1909413,-329.96054867281725,-659.7519802009176,0.0,,40.48383985367372,39.886139,41.395889,659.7519802009176
2,2400,Charge,736134.6932546489,736134.6753495581,736134.7111549281,3.840953203392569,2.7367294,4.1998954,318.1113124207848,-4.110050116644965e-05,636.146987355567,636.146987355567,40.14371280775444,39.324688,41.171303,
2,2400,Discharge,736134.656874544,736134.6383907507,736134.6753489726,3.7421034434428795,2.7001731,4.190115,-328.2216913120582,-656.2873914063993,0.0,,40.498462128638494,39.898647,41.420822,656.2873914063993
2,2500,Charge,736141.7184464243,736141.7006108017,736141.7362709641,3.840918312714888,2.7364888,4.2000155,316.88443223443454,-4.110616387261284e-05,633.5869444285584,633.5869444285584,40.15277261174181,39.337154,41.221207,
2,2500,Discharge,736141.6821804192,736141.663742944,736141.7006102161,3.7420992084405396,2.6999326,4.1911569,-327.3883483947365,-654.6501051945633,0.0,,40.52083827016003,39.873672,41.458263,654.6501051945633
2,2600,Charge,736151.8856452105,736151.8679079425,736151.9033816365,3.84312613838878,2.7366617,4.1999078,315.13848103028414,-4.110545518663194e-05,630.2719502065734,630.2719502065734,40.176308078930205,39.349659,41.24614,
2,2600,Discharge,736151.8495976607,736151.8312816906,736151.8679073568,3.7423109418825016,2.7001457,4.189045,-325.2457744947427,-650.3893528573778,0.0,,40.538349725837016,39.911114,41.495701,650.3893528573778
2,2700,Charge,736158.901356006,736158.8836650589,736158.919036055,3.842368184957488,2.7371025,4.200068,314.3091038572145,-4.110403781467014e-05,628.4404882446424,628.4404882446424,40.15520165533028,39.299717,41.158836,
2,2700,Discharge,736158.8653767214,736158.847078136,736158.8836644732,3.741924070218147,2.7000253,4.1902876,-324.9239696352574,-649.6653133077699,0.0,,40.520316920328796,39.873672,41.433331,649.6653133077699
2,2800,Charge,736165.9199714839,736165.9023615567,736165.9375775803,3.842910490045993,2.7373431,4.1997876,312.874343388452,-4.110332912868924e-05,625.6947332317742,625.6947332317742,40.15358998850197,39.324688,41.20874,
2,2800,Discharge,736165.8841404013,736165.8659170485,736165.902360971,3.7421319950158725,2.7000253,4.1902876,-323.5861790806711,-647.1329168947415,0.0,,40.532147353968256,39.911114,41.433331,647.1329168947415
2,2900,Charge,736177.8413442373,736177.8238500281,736177.8588276156,3.845988421527778,2.737263,4.1998277,310.81949482899705,-4.110050116644965e-05,621.4573128423089,621.4573128423089,40.12236693551587,39.287251,41.183769,
2,2900,Discharge,736177.8057712276,736177.7876867391,736177.8238494424,3.742777786756238,2.7000654,4.1884842,-321.11830438246534,-642.1348249865453,0.0,,40.476797472488805,39.811306,41.420822,642.1348249865453
2,3000,Charge,736184.8436641406,736184.8262104618,736184.8611068034,3.844581567948293,2.7371426,4.1998277,310.1077917686165,-4.110297648111979e-05,620.0355903464084,620.0355903464084,40.18305084918793,39.349659,41.221207,
2,3000,Discharge,736184.8081446874,736184.7900717953,736184.8262098762,3.7428340084507044,2.6998651,4.1899672,-320.9159280050494,-641.7052831471693,0.0,,40.56020144590269,39.92358,41.47073,641.7052831471693
2,3100,Charge,736191.8495854343,736191.8322185631,736191.8669455783,3.8451921493337773,2.737263,4.1999478,308.56327010058396,-4.11043938530816e-05,617.0226657589787,617.0226657589787,40.14766388674217,39.324688,41.221207,
2,3100,Discharge,736191.8142297318,736191.7962320752,736191.8322179775,3.742496210318226,2.7001057,4.1897264,-319.5761953920134,-638.9952205493706,0.0,,40.52496510928962,39.898647,41.458263,638.9952205493706
2,3200,Charge,736200.8313075022,736200.8140389865,736200.8485688957,3.847752328040201,2.7376637,4.1999879,306.8225619814008,-4.110226779513889e-05,613.529064392273,613.529064392273,40.151736762814075,39.287251,41.283577,
2,3200,Discharge,736200.7961613763,736200.7782794336,736200.8140384008,3.743120599061793,2.7000253,4.1882434,-317.5236204854208,-634.9703545346578,0.0,,40.516193736007764,39.886139,41.495701,634.9703545346578
2,3300,Charge,736207.8219883444,736207.8047661452,736207.8392046611,3.846494669331542,2.7378242,4.1998677,305.9871813055019,-4.110120646158854e-05,611.8853332623833,611.8853332623833,40.123141562646964,39.287251,41.24614,
2,3300,Discharge,736207.7869072665,736207.7690484921,736207.8047655596,3.7428765277939746,2.7000253,4.1892457,-317.1044817576089,-634.2086228227167,0.0,,40.502423436345964,39.886139,41.420822,634.2086228227167
2,3500,Charge,736223.6557578328,736223.6386802874,736223.6728334791,3.8495187984417343,2.7374094,4.1999741,303.4116848535608,-4.110226779513889e-05,606.7991489488695,606.7991489488695,40.02801573678862,39.174976,41.096428,
2,3500,Discharge,736223.621008963,736223.6033295679,736223.6386797017,3.744556815445026,2.6999314,4.1872678,-313.9243863804981,-627.7048777025079,0.0,,40.33287734882199,39.649086,41.321014,627.7048777025079
2,3600,Charge,736230.6295243443,736230.6124641823,736230.6465778073,3.8483410236012205,2.7372892,4.2000542,303.1056558169453,-4.109908379448785e-05,606.1075187611355,606.1075187611355,40.02664127670396,39.199909,41.146332,
2,3600,Discharge,736230.5947795535,736230.5770886051,736230.6124635966,3.7447224493132762,2.7000515,4.1893921,-314.11671972419873,-628.1200744890406,0.0,,40.398446917266185,39.773865,41.333481,628.1200744890406
2,3700,Charge,736237.60961535,736237.5926709312,736237.6265557162,3.8491571941618297,2.7366879,4.199894,301.0529282020389,-4.110403781467014e-05,602.0501712794936,602.0501712794936,39.2240588654831,38.201744,42.032219,
2,3700,Discharge,736237.5750403908,736237.557407315,736237.5926703457,3.7450205639763783,2.6996908,4.1895924,-313.0903922959356,-626.1354826394687,0.0,,40.55692658234908,39.798798,41.994781,626.1354826394687
2,3800,Charge,736249.7820011957,736249.7651204101,736249.7988781249,3.85180262179575,2.73769,4.1998539,299.931038691589,-4.11043938530816e-05,599.804125769962,599.804125769962,40.098621765250165,39.237347,41.196236,
2,3800,Discharge,736249.7476323757,736249.7301381652,736249.7651198244,3.7462032114417996,2.6999314,4.1875482,-310.63416551176584,-621.1583132684733,0.0,,40.464756234457674,39.811306,41.420822,621.1583132684733
2,3900,Charge,736256.7462923441,736256.7294289421,736256.7631458244,3.850142361200686,2.7374895,4.199934,299.6108683777084,-4.10994398328993e-05,599.062711397054,599.062711397054,40.09865242675815,39.287251,41.183769,
2,3900,Discharge,736256.7119287386,736256.6944287603,736256.7294283564,3.745827006876033,2.7000916,4.1892719,-310.7284539981566,-621.4628930235764,0.0,,40.46984868297521,39.84874,41.395889,621.4628930235764
2,4000,Charge,736263.7197853167,736263.7029855755,736263.7365754789,3.8505997275482096,2.7375295,4.2002144,298.48841286202475,-4.109625583224827e-05,596.8222385493266,596.8222385493266,40.12602238395317,39.312222,41.196236,
2,4000,Discharge,736263.6855430059,736263.6680951162,736263.7029849899,3.745396382592838,2.7000115,4.188911,-309.80672700376704,-619.5183548363003,0.0,,40.506973361405834,39.873672,41.420822,619.5183548363003
2,4100,Charge,736272.501961751,736272.4852661531,736272.5186462454,3.853335619300069,2.7378502,4.2001343,296.64694369590023,-4.110050116644965e-05,593.1072435700955,593.1072435700955,40.12423247539848,39.312222,41.283577,
2,4100,Discharge,736272.4679385385,736272.4506005795,736272.4852655675,3.7457423562562564,2.6998913,4.1874681,-307.85986032058764,-615.5350095355564,0.0,,40.48787027360694,39.836239,41.408356,615.5350095355564
2,4200,Charge,736279.6999262704,736279.6832653938,736279.7165789073,3.852038109652778,2.7384124,4.1998148,296.021188751984,-4.109731716579861e-05,591.9062524962668,591.9062524962668,40.13221051284722,39.312222,41.258644,
2,4200,Discharge,736279.6659518426,736279.6486370285,736279.6832648083,3.7453312916137653,2.6999724,4.1879902,-307.4525501410804,-614.8821184840259,0.0,,40.492834794520554,39.873672,41.395889,614.8821184840259
2,4300,Charge,736286.649601585,736286.6330217443,736286.6661806576,3.852190184473133,2.7382922,4.199935,294.5759803405739,-4.110226779513889e-05,589.1572257318285,589.1572257318285,40.099290498953245,39.299717,41.233673,
2,4300,Discharge,736286.6157666007,736286.598503893,736286.6330211587,3.7446850448056304,2.7000124,4.1884708,-306.5140565707495,-612.8973459219055,0.0,,40.46622335321716,39.823772,41.345989,612.8973459219055
2,4400,Charge,736293.6027810301,736293.5862590668,736293.6192921954,3.8526869419117644,2.7384524,4.2000551,293.53748735803373,-4.110297648111979e-05,586.90617990074,586.90617990074,40.112627411414564,39.362125,41.221207,
2,4400,Discharge,736293.5690575739,736293.5518527387,736293.5862584811,3.744542099798252,2.6999724,4.1879902,-305.48254506914395,-610.9128049558445,0.0,,40.45096029354405,39.861206,41.345989,610.9128049558445
2,4500,Charge,736301.5718275497,736301.5553981555,736301.5882463148,3.855346454225352,2.7388532,4.199975,291.91135776872756,-4.109908379448785e-05,583.6450163602024,583.6450163602024,40.10508981549296,39.274784,41.233673,
2,4500,Discharge,736301.5382976506,736301.5211969567,736301.5553975698,3.7454069855548036,2.7000926,4.1860662,-303.6431237084432,-607.28245491411,0.0,,40.4685902297023,39.836239,41.383389,607.28245491411
2,4600,Charge,736308.5121386186,736308.4957381793,736308.5285288153,3.853690785996472,2.7391338,4.1998949,291.38551994904657,-4.110120646158854e-05,582.6071782655945,582.6071782655945,40.06901743703704,39.287251,41.196236,
2,4600,Discharge,736308.4786487399,736308.4615538553,736308.4957375937,3.7443915983417937,2.699852,4.1875491,-303.5300087981042,-606.9661398070712,0.0,,40.4315713177665,39.823772,41.296082,606.9661398070712
2,4800,Charge,736324.5615910926,736324.5453063855,736324.5778674308,3.8545910218472472,2.7390604,4.1998615,289.3341814893761,-4.110050116644965e-05,578.5371559859686,578.5371559859686,40.09964084973357,39.324688,41.271111,
2,4800,Discharge,736324.5283197275,736324.5113290012,736324.5453057999,3.744344910010214,2.6998186,4.1875157,-301.6803441763343,-603.2893260278694,0.0,,40.468160961865856,39.873672,41.321014,603.2893260278694
2,5000,Charge,736348.7651485776,736348.7499460328,736348.7803478842,3.862173887671233,2.7436793,4.1998305,270.09605235396305,-4.109377712673612e-05,540.1406011361898,540.1406011361898,40.143113925799085,39.337154,41.508163,
2,5000,Discharge,736348.7340174344,736348.7180857229,736348.7499454471,3.720027082788671,2.7001085,4.1616712,-282.88305326941287,-565.6961522931484,0.0,,40.49576631989833,39.811306,41.420822,565.6961522931484
2,5100,Charge,736355.6605819527,736355.645263688,736355.6758906298,3.8602194411253774,2.7442405,4.1999507,272.15537197892303,-4.109731716579861e-05,544.1508260616624,544.1508260616624,40.0946016310423,39.362125,41.508163,
2,5100,Discharge,736355.6289926262,736355.6127137139,736355.6452631024,3.723112667164179,2.699908,4.1748586,-289.0312873503995,-577.9189479132826,0.0,,40.490651550106605,39.773865,41.420822,577.9189479132826
2,5200,Charge,736367.7554217943,736367.74012666,736367.7707053957,3.8671992930030257,2.7439942,4.2001452,271.7353447081538,-4.109519449869791e-05,543.2743302246569,543.2743302246569,40.31055704160363,39.474403,41.782658,
2,5200,Discharge,736367.7239238753,736367.7077143872,736367.7401260744,3.726550581263383,2.7000628,4.1714859,-287.80378470459124,-575.4802012975294,0.0,,40.677804366167024,40.010921,41.720291,575.4802012975294
2,5300,Charge,736374.6381513275,736374.6227694026,736374.6535315316,3.861021373185408,2.744355,4.1997848,273.2796678257928,-4.110050116644965e-05,546.5392956914469,546.5392956914469,40.30878222752914,39.524303,41.670383,
2,5300,Discharge,736374.606412176,736374.5900522434,736374.6227688169,3.725174959618105,2.6999424,4.1780195,-290.4647243916039,-580.878875800554,0.0,,40.6727544013437,39.961014,41.607975,580.878875800554
2,5400,Charge,736381.5152960741,736381.4999083686,736381.530673343,3.8607952712781954,2.744355,4.1999049,273.36853916817824,-4.109696112738716e-05,546.5661247950405,546.5661247950405,40.32648492593985,39.611649,41.670383,
2,5400,Discharge,736381.4835481676,736381.4671824524,736381.4999077829,3.725124242806645,2.7001429,4.1786609,-290.5629010329749,-581.026022733551,0.0,,40.6631660661011,40.023388,41.607975,581.026022733551
2,5500,Charge,736394.0427882341,736394.0275451809,736394.0580257638,3.868741675370019,2.7445953,4.2000651,270.817808176221,-4.109554714626737e-05,541.5460386269837,541.5460386269837,40.33892557229601,39.486904,41.832565,
2,5500,Discharge,736394.0113269576,736393.9951058942,736394.0275445952,3.7287732057417977,2.7000628,4.1758952,-288.0047435026289,-575.9512937736342,0.0,,40.72938213908702,40.035892,41.782658,575.9512937736342
2,5600,Charge,736400.913299965,736400.8979759134,736400.9286140843,3.8621872651189126,2.7447157,4.2000651,272.24507375286913,-4.109554714626737e-05,544.325896470876,544.325896470876,40.33388537787844,39.586716,41.720291,
