Cell_ID,Cycle,Phase,t_mean,t_min,t_max,v_mean,v_min,v_max,q_mean,q_min,q_max,Capacity_Charge_Ah,T_mean,T_min,T_max,Capacity_Discharge_Ah
4,0,Charge,735954.8780065407,735954.8577345534,735954.8982675645,3.822193884446347,2.718884,4.1999707,360.65526241768623,-4.947896660698785e-05,721.1164843827853,721.1164843827853,40.473113304223745,39.770515,41.717407,
4,0,Discharge,735954.8370559183,735954.8163730493,735954.8577345419,3.7346274083916082,2.7001176,4.1898646,-367.0741121021088,-734.0756158938327,0.0,,40.808299768111894,40.307266,41.543034,734.0756158938327
4,100,Charge,735962.0487688901,735962.0287457695,735962.0687816766,3.8223299335741117,2.7197664,4.2000909,356.14878567224355,-4.947543334960938e-05,712.0679318298407,712.0679318298407,40.43866402600405,39.745544,41.368309,
4,100,Discharge,735962.0083018611,735961.9878562847,735962.0287457579,3.736600116581777,2.6997566,4.1918697,-362.9014529318716,-725.6895677627597,0.0,,40.76449657102433,40.244858,41.518101,725.6895677627597
4,200,Charge,735969.2079955445,735969.1881171024,735969.2278681428,3.8228636788707804,2.7200069,4.1998906,353.5674228572234,-4.942064073350694e-05,706.9871122118395,706.9871122118395,40.417213301222354,39.708103,41.297993,
4,200,Discharge,735969.1678193372,735969.1475126558,735969.1881170908,3.7375159082051277,2.6999974,4.1921105,-360.3781013156617,-720.520947044064,0.0,,40.75673721082621,40.257324,41.505592,720.520947044064
4,300,Charge,735977.8544842293,735977.834715711,735977.8742526828,3.8234241612232953,2.7204149,4.200058,351.6070898150513,-4.952139621310764e-05,703.2141196563043,703.2141196563043,40.43639937137841,39.683136,41.343338,
4,300,Discharge,735977.814522782,735977.794326024,735977.8347156994,3.7382275715554285,2.699924,4.1917963,-358.47986085426305,-716.8993845363364,0.0,,40.75537181094242,40.244858,41.530567,716.8993845363364
4,400,Charge,735984.9907722257,735984.9711599834,735985.0103769285,3.8246539635988204,2.7206554,4.199657,348.8631657347585,-4.944184366861979e-05,697.5632033832364,697.5632033832364,40.41325058820058,39.658161,41.318367,
4,400,Discharge,735984.9511171394,735984.9310650832,735984.9711599718,3.739249837334103,2.7000041,4.1923981,-355.91323172960153,-711.6089577103882,0.0,,40.74491103144836,40.182449,41.543034,711.6089577103882
4,500,Charge,735992.1172808926,735992.0977843959,735992.1367665115,3.825618751097923,2.7212169,4.1998572,346.8240745004062,-4.947719997829861e-05,693.4313661446499,693.4313661446499,40.422364396735894,39.67067,41.612572,
4,500,Discharge,735992.077849313,735992.0579129993,735992.0977843844,3.740044155194428,2.7001245,4.1925983,-353.80957532901556,-707.5381360146926,0.0,,40.74976974521184,40.219887,41.568005,707.5381360146926
