Battery_ID,Dataset_Group,Cycle_Number,Cycle_Type,Ambient_Temperature_C,Cycle_Duration_s
B0018,1. BatteryAgingARC-FY08Q4（恒室温）,1,charge,24,-1962.25
B0018,1. BatteryAgingARC-FY08Q4（恒室温）,2,impedance,24,-1993.375
B0018,1. BatteryAgingARC-FY08Q4（恒室温）,3,discharge,24,-1979.125
B0018,1. BatteryAgingARC-FY08Q4（恒室温）,4,impedance,24,-2002.672
B0018,1. BatteryAgingARC-FY08Q4（恒室温）,5,charge,24,-1993.75
B0018,1. BatteryAgingARC-FY08Q4（恒室温）,6,impedance,24,-1984.938
B0018,1. BatteryAgingARC-FY08Q4（恒室温）,7,discharge,24,-2001.875
B0018,1. BatteryAgingARC-FY08Q4（恒室温）,8,impedance,24,-1976.625
B0018,1. BatteryAgingARC-FY08Q4（恒室温）,9,charge,24,-1993.469
B0018,1. BatteryAgingARC-FY08Q4（恒室温）,10,impedance,24,-1982.891
B0018,1. BatteryAgingARC-FY08Q4（恒室温）,11,discharge,24,-1999.547
B0018,1. BatteryAgingARC-FY08Q4（恒室温）,12,impedance,24,-1989.188
B0018,1. BatteryAgingARC-FY08Q4（恒室温）,13,charge,24,-2005.891
B0018,1. BatteryAgingARC-FY08Q4（恒室温）,14,impedance,24,-1995.407
B0018,1. BatteryAgingARC-FY08Q4（恒室温）,15,discharge,24,-1952.047
B0018,1. BatteryAgingARC-FY08Q4（恒室温）,16,impedance,24,63529.0
B0018,1. BatteryAgingARC-FY08Q4（恒室温）,17,charge,24,-1970.438
B0018,1. BatteryAgingARC-FY08Q4（恒室温）,18,discharge,24,-1959.032
B0018,1. BatteryAgingARC-FY08Q4（恒室温）,19,charge,24,-2000.719
B0018,1. BatteryAgingARC-FY08Q4（恒室温）,20,discharge,24,-1990.797
B0018,1. BatteryAgingARC-FY08Q4（恒室温）,21,charge,24,-1978.219
B0018,1. BatteryAgingARC-FY08Q4（恒室温）,22,discharge,24,-1966.719
B0018,1. BatteryAgingARC-FY08Q4（恒室温）,23,charge,24,-1966.141
B0018,1. BatteryAgingARC-FY08Q4（恒室温）,24,discharge,24,-1953.125
B0018,1. BatteryAgingARC-FY08Q4（恒室温）,25,charge,24,-1963.11
B0018,1. BatteryAgingARC-FY08Q4（恒室温）,26,impedance,24,-1950.235
B0018,1. BatteryAgingARC-FY08Q4（恒室温）,27,discharge,24,-1966.094
B0018,1. BatteryAgingARC-FY08Q4（恒室温）,28,impedance,24,-1984.141
B0018,1. BatteryAgingARC-FY08Q4（恒室温）,29,charge,24,-1980.016
B0018,1. BatteryAgingARC-FY08Q4（恒室温）,30,discharge,24,-1968.141
B0018,1. BatteryAgingARC-FY08Q4（恒室温）,31,charge,24,-1962.204
B0018,1. BatteryAgingARC-FY08Q4（恒室温）,32,discharge,24,-1949.969
B0018,1. BatteryAgingARC-FY08Q4（恒室温）,33,charge,24,-1951.829
B0018,1. BatteryAgingARC-FY08Q4（恒室温）,34,discharge,24,-1982.516
B0018,1. BatteryAgingARC-FY08Q4（恒室温）,35,charge,24,-1996.172
B0018,1. BatteryAgingARC-FY08Q4（恒室温）,36,discharge,24,-1958.469
B0018,1. BatteryAgingARC-FY08Q4（恒室温）,37,charge,24,-1985.266
B0018,1. BatteryAgingARC-FY08Q4（恒室温）,38,impedance,24,-1984.141
B0018,1. BatteryAgingARC-FY08Q4（恒室温）,39,discharge,24,-1999.344
B0018,1. BatteryAgingARC-FY08Q4（恒室温）,40,impedance,24,-1978.86
B0018,1. BatteryAgingARC-FY08Q4（恒室温）,41,charge,24,-1958.188
B0018,1. BatteryAgingARC-FY08Q4（恒室温）,42,discharge,24,-2002.36
B0018,1. BatteryAgingARC-FY08Q4（恒室温）,43,charge,24,-1976.438
