Battery_ID,Dataset,Step_Number,Cycle_Duration_s,Step_Type
RW8,Battery_Uniform_Distribution_Variable_Charge_Room_Temp_DataSet_2Post,1,190967.52000000002,D
RW8,Battery_Uniform_Distribution_Variable_Charge_Room_Temp_DataSet_2Post,2,189334.31,C
RW8,Battery_Uniform_Distribution_Variable_Charge_Room_Temp_DataSet_2Post,3,2338.5699999999997,C
RW8,Battery_Uniform_Distribution_Variable_Charge_Room_Temp_DataSet_2Post,4,7155.34,D
RW8,Battery_Uniform_Distribution_Variable_Charge_Room_Temp_DataSet_2Post,5,11541.689999999999,C
RW8,Battery_Uniform_Distribution_Variable_Charge_Room_Temp_DataSet_2Post,6,7142.34,D
RW8,Battery_Uniform_Distribution_Variable_Charge_Room_Temp_DataSet_2Post,7,1199.99,R
RW8,Battery_Uniform_Distribution_Variable_Charge_Room_Temp_DataSet_2Post,8,599.96,D
RW8,Battery_Uniform_Distribution_Variable_Charge_Room_Temp_DataSet_2Post,9,1199.99,R
RW8,Battery_Uniform_Distribution_Variable_Charge_Room_Temp_DataSet_2Post,10,599.96,D
RW8,Battery_Uniform_Distribution_Variable_Charge_Room_Temp_DataSet_2Post,11,1199.99,R
RW8,Battery_Uniform_Distribution_Variable_Charge_Room_Temp_DataSet_2Post,12,599.96,D
RW8,Battery_Uniform_Distribution_Variable_Charge_Room_Temp_DataSet_2Post,13,1199.99,R
RW8,Battery_Uniform_Distribution_Variable_Charge_Room_Temp_DataSet_2Post,14,599.96,D
RW8,Battery_Uniform_Distribution_Variable_Charge_Room_Temp_DataSet_2Post,15,1199.99,R
RW8,Battery_Uniform_Distribution_Variable_Charge_Room_Temp_DataSet_2Post,16,599.96,D
RW8,Battery_Uniform_Distribution_Variable_Charge_Room_Temp_DataSet_2Post,17,1199.99,R
RW8,Battery_Uniform_Distribution_Variable_Charge_Room_Temp_DataSet_2Post,18,599.96,D
RW8,Battery_Uniform_Distribution_Variable_Charge_Room_Temp_DataSet_2Post,19,1199.99,R
RW8,Battery_Uniform_Distribution_Variable_Charge_Room_Temp_DataSet_2Post,20,599.96,D
RW8,Battery_Uniform_Distribution_Variable_Charge_Room_Temp_DataSet_2Post,21,1199.99,R
RW8,Battery_Uniform_Distribution_Variable_Charge_Room_Temp_DataSet_2Post,22,599.96,D
RW8,Battery_Uniform_Distribution_Variable_Charge_Room_Temp_DataSet_2Post,23,1199.99,R
RW8,Battery_Uniform_Distribution_Variable_Charge_Room_Temp_DataSet_2Post,24,599.96,D
RW8,Battery_Uniform_Distribution_Variable_Charge_Room_Temp_DataSet_2Post,25,1199.99,R
RW8,Battery_Uniform_Distribution_Variable_Charge_Room_Temp_DataSet_2Post,26,599.96,D
RW8,Battery_Uniform_Distribution_Variable_Charge_Room_Temp_DataSet_2Post,27,1199.99,R
